,text,rating
0,good convince close to a lot of restaurants and stores nearby for somewhere to walk around after dinner,4
1,overall this place is very nice and the bed well i could have stayed in there all day,4
2,the thermostat relay was broken so it took a bit of time to get your bus tickets,4
3,even though we were on the second floor,4
4,the other was that the pool was closed at 3:00 pm due to a storm passing through,4
5,i can't say enough about the staff at the hotel provided excellent service they were very friendly accommodating and welcoming,4
6,everything one would expect from a budget hotel,4
7,the service is good and it is very nice to have been able to have gotten to the bed,4
8,other than that though great location very comfortable very clean service was good and breakfast was made available before opening time,4
9,love the hotel it was great close to stores restaurants and main highways at a very reasonable price,4
10,and room seemed just a little bit that was off,4
11,the motel is pet friendly which is what we did and what we ate and how much we took,4
12,having the extra space of a suite is always nice after a long road trip in california i spent my last night here,4
13,also many of the restaurants are in the casino and hard to get to the metro for trip to dc,4
14,i have stayed in more comfortable beds but it is a great location to walk into fq and take it all in,4
15,this was our second stay at the vista and it is a good option,4
16,the beds were very comfortable and the breakfast was great,4
17,because of my company hours we had to check out early because it was so loud but it worked just fine,4
18,this was the case both at check in and check out were a breeze,4
19,definitely would stay here again the next time i visit murcia,4
20,the facility was very nice but not as thermal warm as we expected on one of the two bedroom corner suites,4
21,the staff was helpful and helped us get directions to some of the other guests were very friendly the rooms were clean,4
22,excellent location basic but clean rooms free coffee in the lobby but the walls are paper thin,4
23,staff graciously accommodated my wish to stay in the area it's surrounded by industrial,4
24,breakfast was ok many options but didn't work for us though we were able to relax in a quite place,4
25,the room was enjoyable but we did find that there was an elevator at all,4
26,the staff was friendly and check-in was fast and jake the front desk clerk,4
27,only issue was with the air conditioner but tim fixed it as soon as we left the following day,4
28,it was an unexpected stay but everything was very clean even the indoor pool and hot tub area,4
29,the merritt house inn had almost everything we needed for the last leg of our trip home,4
30,the staff was friendly and the rooms were very clean and large,4
31,only stayed two nights and it was a nice stay and i would definitely recommend this hotel,4
32,there was the smell of cigarette smoke in the lobby and off you go,4
33,front desk staff was friendly room was clean and nicely appointed,4
34,the hotel is right next to the parking lot,4
35,we were late getting there the first morning and was told they don't do late check out,4
36,i made the initial reservation and called back and asked for a quieter room being an insomniac this would have driven,4
37,and i got a room with 2 queens and there was still a lot of space to move around in,4
38,fixing the little things would probably make this my regular hotel to stay in that is located in the saginaw bay city area,4
39,it was within walking distance if we needed anything which was great,4
40,a bit noisy if your room is on the lower level,4
41,this hotel is located 3 blocks from the beach casa del mar is located,4
42,so we decided to pay a little money for the breakfast but it was still nice,4
43,breakfast was ok but other hotels in the area and this was by far the nicest man by the name of howard,4
44,we stayed at the chelsea inn hotel for a week it was nice and clean but the best attribute of the facility is the staff,4
45,the only other downside is that the breakfast is not the greatest but okay,4
46,the continental breakfast was good and had many shops and restaurants which were closed until march,4
47,the room was a one bedroom large room with a king bed fireplace refrigerator and microwave which came in handy,4
48,if you book a room this summer you might want to bring your own towel from your room and settle with that,4
49,great bargain its a nice clean hotel close to the freeway,4
50,the ac was quiet and the breakfast generous,4
51,small rooms but they were not bad,4
52,we were exhausted from traveling and the room was clean and appeared to be well maintained,4
53,the facility was clean and the staff friendly and the bed was very comfortable,4
54,the fitness equipment all worked with the exception of using the hotel's pool,4
55,went downstairs and the lady at the front desk dana and sharon jumped right on things,4
56,couldn't locate pet exercise area per say don't know if it was the weather or residue from the pool but it looked nice,4
57,i really liked the room we had was roomy and comfortable,4
58,for a reasonable price range this facility has all the amenities required and the location is great though,4
59,lots of stairs to our room was a double queen bed accommodation it was very clean and the,4
60,very well equipped and restful in a quiet area with a variety of restaurants an airport and freeways all within 10 minutes or less,4
61,my husband and i stayed 2 nights for a mini-vacation,4
62,the hotel had nice beds and the rooms were clean but the dcor and lighting were dated,4
63,it was a one night stay as we were traveling back home from ca,4
64,they serve a great breakfast and the staff was very friendly,4
65,only a couple of miles away from bbt center where we were attending a dance competition with our daughter at the mahalia jackson theater,4
66,ip is a nice place to stay for a few days,4
67,good location for beach access but it is a five star hotel so to be expected,4
68,this place had a clean room with no critters running around,4
69,overall the hotel is clean and friendly,4
70,we just had a quick overnight stay and it was great for one night,4
71,overall the hotel is a few miles south of nashville the rooms are clean and well appointed rooms,4
72,wish we had the time we would have stayed longer very nice place at a good price at the sea view motel,4
73,our room had a refrigerator and a microwave in our room the bathroom was a very cool feature,4
74,the only thing was we did not have which really inconvenienced me because we were there for an event at the long beach convention center,4
75,two very noteworthy items about this ri the king bed was comfortable and bathroom was good considering that this is a family-friendly hotel,4
76,the room was nice and comfortable and there is enough space and comfortable design for family,4
77,it is not enough to say that the hotel staff were very friendly and helpful especially ilker receptionist,4
78,could have not ask for a better location,4
79,i'm sure the restaurant in the hotel was very nice and warm,4
80,the inn is situated away from the road and the vent in the bathroom didn't work well at all,4
81,only complaint was room ac did not get as cold as i would have preferred a fresh egg station instead of just boiled eggs,4
82,a little out dated but very comfortable quiet and clean,4
83,209 has a private deck and a view of the petrol station at the back,4
84,hotel was just as expected for the price nothing fancy but clean roomy comfortable and in a convenient location to campus and downtown,4
85,over all we are satisfied with the overall performance of the hotel personal we have stayed at the mountain lodge twice and really enjoy it,4
86,i am happy to be able to travel with my dog,4
87,i have had better bargains for good rooms but i guess if you are color blind then the place is perfect,4
88,not much close by and the free breakfast had alot of choices both for kids and adults,4
89,having stayed in several hotels now in the city this is the first hotel that the refrigerator kept our drinks and food cold,4
90,we stayed in back on 2nd floor for the most part a nice place to stay,4
91,we loved the breakfast in the am and no surprises,4
92,we wanted to visit seagull beach downtown hyannis very close to shopping centers like notth point mall,4
93,we got a room on the ground floor,4
94,elevators to slow my badroom was not really clean when i got to the room from the drive,4
95,a little snug in the room with some samples of coffee,4
96,i do like staying here because it's a convenient location and the room is clean and we'll put together,4
97,we've stayed there before and have been very satisfied with our stay,4
98,very close to shopping and a lot of fun for the kids and the hot tub was great,4
99,obviously not the hilton but if you need to be in erie,4
100,it was a bit over priced for the area this is a good hotel,4
101,no that did not happen as i had to change one thing it would be that the pillows are too small,4
102,very good hotel in a great location within walking distance to the waterfront,4
103,great option for attending a meeting at the best western hotel,4
104,not planning on moving it till we leave in the morning so they can clean the room which is unsafe fall feature,4
105,only 2 forks no wine glasses and one of the best set ups i've had at a hotel,4
106,they provide a modest breakfast plenty of parking and its an easy drive,4
107,the location is great and the staff is very nice and the food is excellent,4
108,everything was great except the fact that the food in the 2 restaurants was expensive but they served a lot of it,4
109,the use of led lighting perhaps is too cool for the room but the lodge kindly offered to mail it to us,4
110,the grand hotel cadenabbia is a magnificent old building but the people working there were very nice and courteous,4
111,the doorman always greeted me with a smile and a fruity cold drink at reception,4
112,we had difficulty crossing the street to get to the metro for trip to dc,4
113,very accommodating staff very cordial and understanding as i had to move rooms not once but twice to have internet access,4
114,staff was very nice and the bathroom was extremely small,4
115,we stayed for 3 nights and the room that we stayed in was a little more then what we were expecting,4
116,its close to the metro and restaurants and the hotel is right off the highway quiet,4
117,our only complaint and it is a great hotel for our needs,4
118,the bed and bathroom were both generally clean however the rooms and bath left a lot to be desired,4
119,the only drawback it is hard to tell colors and,4
120,i have stayed in this hotel a couple of times some years back and it didn't,4
121,this is a very nice hotel with super friendly staff,4
122,this particular hotel is located a few minutes from downtown atlanta,4
123,it was my first time of using this hotel i would think that breakfast would be included,4
124,everything was in good shape and comfortable but with the resort fee is a bit over priced,4
125,the front desk personnel were very friendly also the lady who was working in the kitchen was very nice and friendly,4
126,good value so much better than we expected,4
