,text,rating
0,i will probably try another marriott in the area next time i will stay at one of those,3
1,the elevator still doesn't work and they could not fix it,3
2,we chose to stay at 40 berkley was due to the inexperience and inefficiency of the desk personnel,3
3,didn't try the pizzas which make up half of the restaurant and you had to drive around town to make connections,3
4,i returned late in the evening around midnight,3
5,however the bathroom was not too bright it was hard for me with suitcase other items,3
6,they moved us to another room for one night while waiting for a flight from lax,3
7,we stayed in a room with 2 queen beds a nice,3
8,shower was ok it had an old television and the remote did not work and the desk person could not fix it,3
9,this was only a place to stay for the price and location it was worth it,3
10,we were only there for a night to attend an event about 20 miles away,3
11,no coffee tea making facilities in the room would have been more compelling but,3
12,the hotel is old but it really needs to be renovated but it was very clean,3
13,while i was happy to see a brand new bed in our room and walk-in closet coffee in the lobby,3
14,nice comfortable beds with extra pillows and blankets needed for 4 people,3
15,other hotels in the area as it is a tourist area,3
16,inside the room it was a good place to stay if you enjoy pleasant walks,3
17,i was there for a week and i stayed at this place years ago and really enjoyed our stay,3
18,we were not given the type of room you are requesting with the hotel,3
19,they printed directions for us as we simply needed a place to sllep,3
20,not value for money and not what you would expect from an older ramada,3
21,we did not find the room as clean as i would have liked,3
22,i'll look for a better value the next time i am back to the area,3
23,website for this hotel is deceiving in that it depicts that the hotel is basic yet comfortable for a night or two,3
24,key cards didn't work and i could not smell it inside my room,3
25,i will not book through expedia again and probably won't stay here again even though in all other respects everything was fine,3
26,i travel frequently to the us and i like to stay in the busy town area and wanted some quiet,3
27,the room was way outdated and the shower head was so low that i hit my eye on it while rinsing,3
28,the only negative i would state is that the carpets need cleaning and the coffee is weak,3
29,this must be a different toom the design of the hotel and the personality of the housekeeper for our area,3
30,we were tired from traveling all day and needed a pet friendly option and this modest motel filled the bill,3
31,the food was great as was the people in the room next door if it was family,3
32,hotel is nice and clean but there was no signal in our room,3
33,the room was clean but the dressing area was disgusting i didn't even think to ask but he did,3
34,hotel was ok just about all the staff did a good job every day,3
35,other than the smell of the room and bathroom was clean,3
36,our toilet leaked so there was a lot of noise in this hotel,3
37,the bartender was very nice and we had a comfortable room,3
38,the staff that did try and make up for it by putting us in a parlor suite,3
39,i arrived and no one was there and we had to carry and walk our luggage two blocks,3
40,the woman who checked us in was extremely helpful with all my extra requests thank you,3
41,but overall a good stay but the pool is very nice and talkative which is great,3
42,it was just a stop over on our way out west,3
43,the free parking in boston is a huge plus but the lack of cleanliness was my biggest gripe,3
44,not value for money and not what you would expected from a nice hotel,3
45,i couldn't tell any difference from what i would expect if it was a low cost stay,3
46,would've been a nice place for a nice price,3
47,i left behind my cane called the motel and they were very short to get off the phone,3
48,rooms were clean and the room size was great for the kids,3
49,bed was comfortable and the staff is great and the room was ok but my advise is don't stay on the mattress,3
50,when we checked in was super nice and location was perfect,3
