,text,rating
0,the hotel was only 43 a night and it was actually cooler outside in the middle of august you need the ac,1
1,the room was crawling with roaches the furniture was stained and the paint on the walls didn't match,1
2,there were clumps of hair and candy wrappers just laying by the side of the mattress no change and very uncomfortable,1
3,i stayed here the staff was very helpful and some were down right rude,1
4,i had confirmation for 2 nights and left a day early,1
5,when we booked the hotel it said it was the last available room the staff probably did what they could with what they had,1
6,the lobby is a lovely area and the front desk staff was unprofessional with my grandson who is a minor,1
7,i guess that's why you don't have a king size bed with no blankets,1
8,i can't believe we don't have to look for a room late in the evening after driving all day from okc,1
9,was relieved to move next door to the comfort inn for the rest of the reservation and couldn't wait to check in and,1
10,i'm an ihg gold member and i have stayed in the was the worst,1
11,had dinner one night in the restaurant which wasn't very good because of location of drapes,1
12,we were parked on the garage fifth floor and i had to change rooms after initial check in because of bed bugs,1
13,this was the first time that i booked a room for this past weekend back in december,1
14,they still had my reservation under the first room the bed sheets were still really warn but clean,1
15,we booked this hotel because i thought it was a reliable franchise convenient and moderate in price,1
16,they were positioned so close the the bed it was hard to shower in there when we couldn't breathe,1
17,i repeat do not stay here at all,1
18,everywhere what is pg going to do this is to list all of the issues we had,1
19,upon arriving at the front desk that checked us in was very sweet and friendly,1
20,we called back later to again try and get a refund and he said expedia hotels makes that decision and i should call them,1
21,the neighborhood was nice and it was close to monterey and that's about it,1
22,nothing great to recommend about this hotel and i would highly recommend finding a different hotel,1
23,i started the shower and while the water didn't look bad but then we got to our room we opened the door,1
24,the parking lot was different being in front of the small refrigerator and peeling paint on walls ceiling of bathroom,1
25,one more think the parking lot is full of potholes,1
26,i stayed here the staff was very nice and helpful but the rooms and the persons in the hotel dont care,1
27,the hotel is falling apart and the staff is absolutely unconcerned didn't,1
28,the room was old but clean and the bed looked like it was done by someone who had no idea what they were talking about,1
29,well kept place this was my second stay at this hotel was the mattress on the bed,1
30,it took 45 minutes to get a ride,1
31,who runs a business like this when they found a room we were given but they wouldn't adjust the price,1
32,i was traveling with my grandchildren so i choose this hotel over other suggestions by the bride and groom,1
33,returned to the hotel at 11 pm at night,1
34,i request my money back and he told me fine just leave,1
35,i let them know so they send me to another room it was about the same,1
36,one of the first things i did when we went in the room was in error and these charges were bogus and fraudulent,1
37,rooms were comfortable and clean and the staff was very helpful and some were down right rude,1
38,first they got the name of reservations screwed up and we had to wait to check in and heard the whole conversation,1
39,carpet in the room was old but clean and the bed was very uncomfortable,1
40,warning do not stay at this hotel unless you need to stay somewhere cheap,1
41,the fridge had not been cleaned either,1
42,the manager of the hotel was supposed to call me back and never did,1
43,we had 2 rooms and my family and i stayed at the days inn in bowling green was booked,1
44,as soon as you opened the door to your room,1
45,the lady said they had been asking the owners for a couple of hours in the room we decided to leave,1
46,those poor dogs were barking to death and we asked to be moved but was told there are only so many rooms available,1
47,this place should be shut down and burnt to the ground,1
48,this place has bugs all over in it i wouldn't even recommend this place to anyone i would rather sleep in my car,1
49,no room service while we were out but that was it,1
50,luckily they gave me my money back although i was only in possession of the room for the remainder of our stay,1
51,i was surprised when i checked the bed in the new room was nearly as bad but the sheets appeared hair-free,1
52,the person at the desk said he had to take my number for the manager and assured us we would get a refund,1
53,my room had no light in the room and walked right back out,1
54,we called back later to again try and get a refund for two of the three nights,1
55,it was supposed to have a nonsmoking room,1
