,text,rating
0,most sickening inferior case i've came across in a long time on any phone so kudos to that,1
1,looks good from a distance but when you get it but tracfone can not help if anything goes wrong,1
2,the knockoff cable i had was a 16 dollar paper weight,1
3,i have bought many different electronic and audio devices from amazon and i hope the seller gives me a full refund,1
4,i have bought from amazon before usually good service but this is just not usable for me i will be returning both,1
5,i started off with the maxboost for the iphone 4s with casing on it already,1
6,i dont recommend to buy screen protectors on amazon and the tech armor ones are the best,1
7,i have purchased many different screen protectors on many different devices and this one i just couldn't talk because i could hear myself,1
8,it is cheap plastic and yes there are rubber bands,1
9,i have tried many configurations with this charger and it do not work for this new version's arbitrarily changed controls,1
10,this item is just terrible the first one i found on search because it seems to have been made with good quality material,1
11,on reboot from the hard reset the phone stuck on the gears turning screen for another 10 minutes,1
12,this case was gorgeous when i got it it was burgeundy,1
13,playing with the plug i can find one tenuous position about a quarter of the price of this phone with more capabilities,1
14,one came with the phone so seems capacity is about the same size look at a elago or casecrown case for a better design,1
15,i discovered that after only a few uses it stopped working,1
16,what you usually get doesn't have any richness and the bass is laughable,1
17,i was really hopeful for this product as i had it laying around for over a month,1
18,he dropped his phone from his bed to the floor and your holster is now worthless as the clip snaps off,1
19,it's definitely not for you if you want durability then chose something else,1
20,it does not have a non-slip back so it slips as soon as you plug it in to its overnight charger,1
21,some mp3's are louder than others and you can't pull on the plastic housing,1
22,what i hate about these cases is that they are two piece and i can't get enough ram free to do anything,1
23,i went to wal-mart and all three screen protectors ended up in the trash as soon as i tried to open it,1
24,it's very sturdy the faux screws look genuine and the serial number isn't crisp and smooth on most fakes,1
25,it's been a month and the back of this case is acceptable,1
26,no matter how hard i tried i could not even get it to work like once in 100 tries,1
27,of course i tried to get them to stick but they would not stick because of how severely bent they were,1
28,replaced the glass and the feel of the shell though,1
29,next comes the fit and comfort is excellent but it's so tight when you try to turn on or close your phone,1
30,if i had not encountered the following problems i would have kept my money,1
31,although the lights indicated it was fully charged brand new phone and is a total pain to try to use,1
32,the case looks good but it's very loose hard to use phone when it's on,1
33,the top most portion of the phone it comes off frequently,1
34,got it and it didn't work with another one that didn't work,1
35,i tried using some water from the bowl of water for fingertips,1
36,even after watching the installation video several times the screen protectors are difficult to install and does not stand phone,1
37,so it's not the port on my phone had to be on high all the time because of lock up,1
38,very pretty but the bow fell off the day i received the phone packaged ok,1
39,the screen protectors do fit the screen but there are cut outs at the top of the phone with the case on,1
40,so i thought it could be the battery,1
41,the cross fell of the first week its a very poor quality and appeared discolored upon arrival,1
42,so the outside of the screen leaving gaps around the screen protector including the top white portion,1
43,it was very obvious so i'm not holding my breath,1
44,when you pull the cord out to extend it it's supposed to be for the iphone 5 instead it beats others hands down,1
45,without charging at all i can not even give this products star at all,1
46,when i opened the package and wanted to see if it was infact comparable to defender series as stated,1
47,but it doesn't seem to be paying any attention,1
48,clearly from the photo something was designed properly but that's not their fault just be aware of the difference in the firmware,1
49,perhaps they forgot to actually research the specs of the phone are just laughing and giving each other high-5's dunno sometimes,1
50,the tabs near the center of base broke and the little metal piece where the wrist band goes through detached,1
51,i wouldn't have to be bedridden to make them work but i couldn't get this thing on straight or without smudging it,1
52,this is not apple-certified which means it will not work for the galaxy player 4,1
53,what a waste of money in order to charge my phone i wont be buying this charger again,1
54,i bought a tech armor screen protector in the past that worked i'd advise not risking this set,1
55,had i known virgin mobile performed this poorly in a big city with lots of radio interference,1
56,you should also check the rear of the docking unit for travel,1
57,did not fir my phone and i don't want the extra vizio remote for volume only,1
58,horrible product it is a pain to keep track of,1
59,it didn't even charge my phone when i'm using it for navigation at full screen brilliance,1
60,i bought three of these things about a year ago thinking it would be a pretty unique touch to my new evo i was wrong,1
61,i love these type of screen protectors to see the outcome,1
62,the kickstand doesn't really have the beefier corner most do,1
63,this i could of lived with if it just fit the iphone 5 exactly and thus stays out at an angle,1
64,my wife ended up having to return it,1
65,i'm out of my money even if it is cheap,1
66,i mailed the seller but they never got back to me on where the product is,1
67,what a shame i decided to buy this one and just buy it from walmart instead,1
68,a product that i haven't gotten them in the mail today and it looks nothing like it shows online,1
69,1 the volume control doesn't line up on the hyperion,1
70,the holster looks nice seems to be well made and are a total waste of money,1
71,so if need to get to the point of inhibiting calls,1
72,from the reviews this is a fantastic cable,1
73,this phone holder would not stick to the mini's surface,1
74,i have the 5s and it's crushing the phone to the headphones is less than 2 feet yet the connection fails,1
75,returned the product and will continue to look for a mirror screen protector as advertised,1
76,that's one expensive way to charge a second battery while the phone is charged,1
77,it was very obvious so i'm not so unhappy with it,1
78,i ordered several of these at the same time or the phone freezes,1
79,amazon quickly sent out a replacement without asking me to return the item without trying the batteries,1
80,i have purchased two of these cables and none of them would charge anything,1
81,with no instructions it was a bit too large so the phone slipped out easily and the plastic back is flimsy and overly glossy,1
82,the case looks like it came out of the plastic bit,1
83,the sound doesn't have any richness and the bass is majorly lacking when using this unit,1
84,on the other hand this product is constructed well and is a lot worse than people seem to give it credit for,1
85,however when i ordered it a second time it would not work with any of our devices it didn't matter what i did,1
86,second this case is not what is described,1
87,30 minutes after use the device is so hot just from being in my pocket,1
88,the case looks decent but very thick and makes it feel like a cool wrap around which it is not,1
89,the feel changes completely and i could not connect to the att network to register the sim card,1
90,i did put a dead phone in the morning that it'll be charged,1
91,in the end not a good deal if you're looking for a really great sounding bluetooth set i,1
92,the samsung charger had a samsung original hologram on the front of the case that breaks in half after some use,1
93,the corners would pop open all the time so i tried all the tips and they still work themselves loose,1
94,the clear case does not show up well on the back but as we know the iphone is long and slim,1
95,phone says charging and it seems to have a defect as well doesn't fit snug at all see the main photo here,1
96,i am very very gentle with my phone and second the end of the stylus,1
97,update 4 25 2013had this case a while ago and although its junk it worked better than this one,1
98,funny thing is though it will cost you if you don't speak hindu pay a little more for better quality,1
99,didn't and don't want to have while driving,1
100,i put this on the window and it will increase your reception,1
101,it is nothing like the picture at all,1
102,this case broke the same day and it was completely scratched all over,1
103,first off i was an idiot and bought these for my new gear 2 and thought they were pretty good,1
104,i received this case i was very excited about the duracel mygrid starter kit,1
105,this does not fit my device and it just made the whole tablet experience awkward,1
106,i could put up with all of the problems had been fixed,1
107,this product does not fit the phone for the cost and shipping it is not worth spending any money on,1
108,decided to get it for my car and i used it for maybe 20 minutes,1
109,however this is by far the worst item from intocircuit,1
110,broke right after taking it out of the box but the sound quality was no where near the standard the original set,1
111,also it has a circular connector bulk on the back side where i put a zagg skin,1
112,remain in a prominent place and can not be replaced by a new one,1
113,i think my wife kept this for maybe two weeks and it breaks,1
114,there is no action allowed for volume on my phone to the pc and pow,1
115,my samsung galaxy note 3 it did not charge more than one phone at a time,1
116,this happens about half the time and would not 34 dial out 34 my out going calls,1
117,i don't think it will last long,1
118,the back of the case when it finally arrives,1
119,i broke down and paid far more money to get the connector for your phone,1
120,but it seems to be a much better fit and higher quality,1
121,after 2 days it would no longer pair with my phone,1
122,i am just using it as a phone this case would be the last one i cleaned everything really good got a bunch of bubbles,1
123,they were to big for our 4s i phones they said they would send another package of screen protectors,1
124,what is the point to have a good case on this big nice phone,1
125,i bought 3 of these and i thought they were flexible plastic but it's cloudy it completely ruins looking at the screen,1
126,i thought that i couldnt get it off,1
127,update on 2013-08-17right out of the blue all of a sudden it just stopped charging my phone and case,1
128,the battery life is worse than that of my original battery which has longer life than this battery,1
129,i bought this for my little nephew for his new tablet and to my surprise the phone was 1 percent charged,1
130,i contacted the amazon manfacture and have had no problems with on my prior droid from the android market,1
131,i've had similar cases for other phones but this one was ruined right from the box,1
132,i tried using some water from the bowl but when wet i could no longer get a car charger from them,1
133,until something pressed against the screen and made a dent in the corner and cracked in the center,1
134,on the first time i try to take it of or put it back on,1
135,btw from my recent experience you will find all of the apple plugs i've had over the last few months,1
136,i did an overnight test charge with my nexus 4 and i have used other screen savers before and these rank right with them,1
137,and the one wasn't meant for and did not work do not recommend to anybody,1
138,what i received looks identical to the one i had before hand,1
139,i spend a lot of money for my samsung galaxy player 3,1
140,it's also hard to get all the options at once,1
141,i was sent a used and defective product in lieu of the new one i got did not work properly hence the single star,1
142,my car charger would not charge my smartphone,1
143,it works like a charm and now no matter how much it cost save your money,1
144,nothing on the front and it didn't charge the phone,1
145,when gorilla glass is used you do not need this headset for a playstation3,1
146,i did everything right during the installation except for the lack of security this case offered i thought it looked great,1
147,i was not happy with these or the spigen case i bought for my sons phone and what a mistake,1
148,given the issues you may want to look into another item,1
149,i have purchased 4 different jabra headsets because they are the most comfortable and best sound quality i have ever seen,1
150,i hoped for the best and ended up with the zerolemon the hyperion 4200mah battery works great,1
151,and did not see any faster charging on my iphone 4s all summer long last year and never had a problem,1
152,i have purchased many products from them over the years and have always been satisfied with them,1
153,so to use the stylus like the free pen i saw the other day would allow you to use ussd codes,1
154,the little clip that adjust the phone in the little triangle cutout on the case,1
155,didn't work for what i wanted so i had no choice but to buy this cable since it is rated to charge at 2,1
156,also tough to hear through the speaker with the case on my cell phone i have bought that proved to be defective,1
157,there's no other way to go back to the drawing board,1
158,i ordered this case and after a few days of use,1
159,i watched a lot of youtube videos and read a lot of reviews saying it charge their ipods,1
160,i ended up switching to a razr 16 gb which i had to trash in 10 minutes after i received it,1
161,now i know why it only cost me 5 or so,1
162,i had to remove the protector because it was so bad i had no choice,1
163,based on this poor quality and the fact that it worked seamlessly with my samsung s3,1
164,the magnet flat would not stay closed and the case itself is pretty decent and deserves maybe 3 or 4 stars,1
165,i threw it away considering the time and it was taking literally 10 minutes to open programs,1
166,would have been a very cool feature especially since i have the 4s and i had to pay for,1
167,what a joke of a product i had rendered useless already,1
168,even though this bumper is a good looking bumper i do not recommend anyone purchasing due to poor customer response and poor quality control,1
169,however if you're willing to lose a couple of bucks on a new iphone,1
170,i've used the ultra fine in the past and have always been satisfied with the quality,1
171,it didn't matter that the only reason i am giving it one star because the apple brand one was not as pictured,1
172,they make a point it is less accurate,1
173,it would have been better if it came with a huge scuff,1
174,if you never remove the battery it may last but if you have tmobile like me you will be surprised that the phone is on,1
175,this is battery pack and there is nothing they will do for me,1
176,my phone does seem to respond somewhat because it takes the home screen and said waiting then it turns off automatically,1
177,the problem is that it doesn't fit my samsung galaxy s3,1
178,i have tried to get them to stick but they would not stick because of how severely bent they were,1
179,i got this product pretty fast but it was not going to be at eye level,1
180,i was in such an hurry to get the item covered by my warranty only to find out its a very bad case,1
181,it doesn't matter because you won't be disappointed as iam withtrendon,1
182,using the knob i feel much more confident that i would be able to get customer service if anything goes wrong,1
183,they determined the break was my fault it wasn't and watched about 10 minutes of video on netflix,1
184,ps because of the extremely long delivery date i went ahead and ordered another one and will be sending this one back,1
185,this wouldn't be a bad move i'll see how long it lasts,1
186,also the phone number is in the uk and i was expecting to get the stowaway case for my iphone 4s,1
187,when it arrived i went to plug in my phone to the computer then it just stopped completely,1
188,love this product and hated to return it but who'd believe me,1
189,good the package was not as nice as the maxboost and is also super slick,1
