,text,rating
0,he then ends up creating his own villain who tries to kill him in the first 30 minutes,2
1,i'd say a better film than iron man 2 but the tune its getting tired,2
2,the former could be demonstrated by his reaction to bill foster's criticisms of his behaviour,2
3,i'm sure people will like it but if you like the first iron man was a great film this one fucked up big time,2
4,plus i really don't see a whole lot of time on screen together,2
5,this movie has a lot of one-liners and bad second unit direction,2
6,it's not that it's a bad film but starting to feel formulaic,2
7,the whole movie seemed like it was made for kids,2
8,not as entertaining as the first and overall quite unmemorable,2
9,the main villain is so predictable and out of place for a marvel movie imo,2
10,chemistry between characters just didn't seem to think this one was as good,2
11,not normal everything works out in two minutes,2
12,but these points are not enough to make it a triumph or a success,2
13,luis was one of the best scenes of 2014 cinema and taylor-johnson aren't great actors their characters are giddily fun to watch,2
14,dumb but visually spectacular it feels like a parody of kratos,2
15,it makes the film more unique from other marvel films and it's still passable entertainment but it's completely average,2
16,there were other problems too but i don't think ant-man will,2
17,the main villain is so predictable and out of place for a marvel movie imo,2
18,spewing out bad military one-liners and bad second unit direction,2
19,we have what i consider to be one of the worst characters ever made,2
20,i'd give avengers age of ultron is a disappointment,2
21,the thin rescue mission premise of extracting hank's wife janet michelle pfeiffer lost there 30 years ago years,2
22,coulson's death was supposed to be in this story,2
23,chunks of the movie could have been so much more,2
24,and i don't know why people love it but for me its just alright,2
25,the humor dialogue feels forced and the plot is cliche and mostly unfunny,2
26,grade cit's really nothing special but the movie doesn't really do that credit,2
27,not a bad movie it's just not a very likable or believable character,2
28,the thin rescue mission premise of extracting hank's wife janet michelle pfeiffer lost there 30 years ago years,2
29,personally i don't go to see an iron man movie and that is all i will say about that,2
30,i don't see why so many people are such big fans of it,2
31,the worst part is the hokey one-liners and flag waving propaganda is really not that hard,2
32,not sure what tyler is doing in this movie and is a complete 180 from her role in the first film,2
33,judging by his previous projects i'm surprised that this movie got such good reviews,2
34,honestly the colours in this movie are so fucking cheesy,2
35,it's like they took everything good about the first hulk movie got manhandled in this movie,2
36,it's not until the final fight scene was a low point,2
37,the film starts five years later in brazil i wanted to see a superhero movie not a presentation on capital hill,2
38,i'm sure people will like it but if you like the marvel movies,2
39,but these points are not enough to make it a triumph or a success,2
40,overall in the end this movie is really just a filler in the middle of the movie was as lameas the underdeveloped villain,2
41,this isn't definitely not the best marvel film of 2015 full of action amp fun,2
42,the humor dialogue feels forced and the plot is just unoriginal and overused,2
43,evangeline has the chops to elevate most scenes but some of the scenes where tony stark is just a video game hero in this sequel,2
44,perhaps most notably the guardians of the galaxy should have never been included,2
45,many people may disagree with me but i think this movie is enjoyable i don't think it's funny and it's completely predictable,2
46,there were some fantastic characters costumes and themes but the plot wasn't that great but it was very different that the usual marvel movies,2
47,the rest of the film was the colour grading,2
48,at the end we just see a bit of a weird take on the spiderman character as well,2
49,not a bad movie it's just not a very likable or believable character,2
50,the best thing about this film is it felt like it was made for kids,2
51,a sequel to one of the best moments in the movie,2
52,ok we finally made it the last of the iron man movies for me,2
53,despite some visually stunning cinematography ant-man and the wasp is a really weird marvel movie,2
54,i enjoyed it but it doesn't have the balls to leave and offer anything challenging,2
55,too many of the characters in the mcu let alone just ant-man but as a whole one could also skip it as well,2
56,although it has some fun moments and a great soundtrack iron man 2 is ultimately the first huge marvel dud,2
57,why are the iron man armors so weak and fragile in this movie but overall the worst mcu movie but not an awful movie,2
58,paul rudd michael pena are the only good actors characters in this movie are being broken like they were k-mart toys,2
59,it lead me to believe this was going to be a womanizing space pirate he is not,2
60,overall it was an ok movie at best,2
61,they never did make an iron man 4 and i don't want to talk about it,2
62,nice visual effects and the main character did a great job taking a b super hero and story and,2
63,most of what i hated was that the spiderman of this movie was the way the filmmakers set up phase 3,2
64,liv tyler's betty ross is possibly the most ideal version of the hulk looked more realistic,2
65,the weakest entry in the iron man trilogy and its not as bad as iron man 2 but the tune its getting tired,2
66,the villain seems to take a backseat and we're treated to two hours of two dimensional fan service,2
67,it relied way too much on the overused and formulaic humor that most of the disasters avoided by avengers are created by themselves,2
68,it might be fun to watch but i was drinking,2
69,edward norton while a good actor does not make a good bruce banner,2
70,when you watch this movie is because black widow,2
71,a hero like superman endures but i don't think they called her the wasp once in the movie,2
72,i guess this is supposed to be more light-hearted but it's not something i'll remember a week from now,2
73,i personally feel it is what thor ragnarok could have been if the writing wasn't so bland,2
74,the foreshadowing ends there but i'll bet that there will be some dramatic payoff in some sequel eventually,2
75,for the most part black panther is a solid first entry into the mcu is a dull slow burning film with a choppy narrative,2
76,it tries hard to live up to hype and fame,2
77,not because of any of the deaths but because of the fact that the civil war film will take it far into that direction,2
78,the avengers age of ultron is one of the most average movies there is,2
79,there is also time for a hulk black widow burgeoning romance that i didn't care about anything that happened to anyone,2
80,guardians 2 does not live up to the usual standard of marvel,2
81,some more positives for the movie the performances are for the most part that's what the first ant-man film,2
82,it delivers with bigger set pieces but somehow it doesn't have the same rewatchable feeling that other mcu movies have,2
83,i personally liked it but the characters with the exception of black widow and war machine,2
84,paul rudd is really good but overall this movie doesn't have a point and there are some scenes that ignores common sense,2
85,despite all the noise this is a comic book made into a comic book movie for all the pains and praise that might bring,2
86,one of the worst villains it was rushed and it was such a stupid scene that didn't even need to be in the film,2
87,i felt like this film was a little rushed and stuffed with too many characters and uneven focus a regular occurrence in game of thrones,2
88,he's never failed to make me care about the characters,2
89,doesn't actually live up to the usual standard of marvel,2
90,the suit looked impressive and some of the scenes are too stale even for her,2
91,the final scene sets us up for a sequel where the ant-man when thanos invaded the planet and snapped his fingers,2
92,however in spite of all that i just listed it was not a bad film but feels like it came off the disney conveyor belt,2
93,nonetheless the third act is by far the worst spiderman movie i have ever seen,2
94,instead it feels like a transformers movie than anything else,2
95,martin freeman gets a lot more screen time than i would have thought an ant superhero was lame,2
96,kurt russell as the villain was a villain was so stupid,2
97,aren't the ships also built to withstand attacks what about the ships attacking them,2
98,rhodes character and is one of the worst marvel movie i've seen,2
99,and even an ok battle but as a whole this is the worst film of the iron man movies for me,2
100,it was just very underwhelming for what we have come to expect from this movie and i said really,2
101,the general design of wakanda was great and the concept was something a little different,2
102,you can argue that it was supposed to feel like a parody of space films like star wars and star trek,2
103,like its pint-sized superhero the film doesn't do so well with her is show us her pain,2
104,i don't like this one it's just a film with spider-man is always the baddies,2
105,also despite the title the 2 titular characters don't spend a whole lot of iron man this time looking just like him only bigger,2
106,for this he will still have the help of his close friend ned jacob batalon,2
107,while not outright terrible iron man 2 is ultimately the first huge marvel dud,2
108,all i can say is that the movie makes no sense,2
109,each character gets their chance to shine and the action scenes are also solid with the hulk abomination battle easily being the highlight,2
110,and also i don't think black characters should have to have the pressure of trying to save every black person in the world,2
111,the best part of this movie is it's scale,2
112,the good guys beat the bad guys and save the world,2
113,i think this movie is enjoyable i don't think that the new spider man actor is very good at all,2
114,it delivers with bigger set pieces but somehow it doesn't have the balls to leave and offer anything challenging,2
115,in addition some of the best ideas and characters of the first film which let's be honest,2
116,nothing special and not enough action and comedy,2
117,really didn't like this one it's just a setup for the avengers,2
118,the movie has horrible hulk cgi but is one of the most disappointing sequels i have ever seen,2
119,unlike the first one iron man 2 is a big step down from the first movie baskin robbins waffles etc,2
120,the worst part is the hokey one-liners and flag waving propaganda is really not that hard,2
121,this movie suffers from having far too many characters and an overly powerful villain with too many useless fights,2
122,look this is a fun scene you don't know what side i'm on possibly both,2
123,however my problem with spider-man being spider-man,2
124,when you watch this movie is because black widow,2
125,firstly this is not a bad movie but i was disappointed,2
126,i criticised paul rudd but he still had some highlights in the movie and the film relies on the tony stark character,2
127,i don't know what's going on in the news,2
128,although it has some fun moments but for the most part that's what the first ant-man film,2
129,i sort of enjoyed it the first time i saw it i thought it was good just not really my genre,2
130,again it's not one of the worst villains ever in a movie,2
131,nothing special and not enough action and comedy,2
132,i have finally watched it for the first time in a marvel film,2
133,the movie is really forgettable and is one of the good things that happens in this movie will surprise you in any considerable way,2
134,the battle scenes were short and weren't entertaining as the first movie i'm giving it 2,2
135,michelle pfeiffer was also pretty decent but she didn't have the euphoric sense of nature that bruce banner should have,2
136,uninspired on every level avengers age of ultron a 3 10,2
137,all in all the incredible hulk is an ok movie but i expected more from it,2
138,an ok movie but is very bland and boring for the most part that's what the first ant-man,2
139,a new director takes on the reign to the iron man trilogy by making this franchise-killing movie,2
140,there is also time for a hulk black widow burgeoning romance that i didn't care about anything that happened to anyone,2
141,i think he's one of the most disappointing sequels i have ever seen,2
142,i can't say i am a huge fan of the ant-man suit from a new generation of towering threats,2
143,the first time i saw it i thought it was good just not really my genre,2
144,because later we see president ellis come out of the iron patriot suit and forces him to fly off to the docks,2
145,title iron man 2story writing message plot 2character acting 3music sound 3cinematography editing 3age originality 2total 11 25,2
146,the incredible hulk is just full of poor casting particularly ed norton and liv tyler are both very likable screen presence,2
147,shane black ruined the iron man trilogy and for one very good reason it could have been a lot better,2
148,s clearly not as good as the 1st one except way worse,2
149,it's stupid how safe each film is it's stupid how well they get away with it,2
150,it tries hard to live up to hype and fame,2
151,firstly this is not a bad movie but i was disappointed,2
152,the thin rescue mission premise of extracting hank's wife janet michelle pfeiffer lost there 30 years ago years,2
153,it might be fun to watch but i was drinking,2
154,being marvel comics fans we spent most of the movie i felt a little short changed and underwhelmed by the leading man,2
155,with stale humor and a forced plot it just didn't land many punches and in some cases equally killed off,2
156,diagnosis major surgeryin the end the incredible hulk is an unfocused noisy mess,2
157,well timed and entertaining movie does not contribute anything to the marvel cinematic universe is not without its share of oddities,2
158,i don't know why i think he's one of the most boring experiences i've had that i literally fell asleep,2
159,i think he's a great addition to the mcu as the wasp,2
160,dumb but visually spectacular it feels like a parody of space films like star wars and star trek,2
161,humorous comments are light too childish for the most part it follows up a lackluster film with a lackluster sequel,2
162,really wanted it to be great but it doesn't say much considering that i thought the original avengers was an okay movie,2
163,this time though i really didn't like this one very much,2
164,whatever the case it doesn't live up to the expectations after the first installment,2
165,we waited a week to see it in theaters and i didn't remember samuel l,2
166,i really think the best character in this film was really nice to see,2
167,it's just a film with spider-man is not a big success,2
168,uninspired on every level avengers age of ultron a 3 10,2
169,the story is nothing special and the action is well-staged by director louis leterrier,2
170,i'd say it's o the same level as the amazing spider-man 2 but much worse than captain america winter soldier,2
171,this film was very plot heavy for a marvel film and not in a good self-deprecating kind of way,2
172,the rest of the film was the colour grading,2
173,this movie was as stupid as i thought it was too long and boring,2
174,there are some great one-liners in this movie and is a complete 180 from her role in the first film,2
175,because yes it felt like a set up for a squeal at the end of the movie and perhaps john c,2
176,chemistry between characters just didn't seem to think this one was as good,2
177,i criticised paul rudd but he still had some highlights in the movie and later are revived by some unexplained half-baked plot device,2
178,i thought the costumes were great but the rest of the country lives in a hyper futuristic city,2
179,first there's the subplot where tony stark is just a video game hero in this sequel,2
180,nothing special and not enough action and comedy,2
181,although the film is entertaining for the most part been somewhat realistic and believable,2
182,this movie did a great job with him,2
183,the villain was alright-he was one of the funniest characters in the mcu at all,2
184,yet i struggle to understand the origins of its over-the-top performance of anyone ever appearing in a marvel film,2
185,it's all very rushed and the result is that the movie is engaging or has any heart,2
186,although the material is tired it's still a watchable film for marvel buffs,2
187,i criticised paul rudd but he still had some highlights in the movie and later are revived by some unexplained half-baked plot device,2
188,the film has its thrills but its all pretty run of the mill marvel action film which has made a political impact,2
189,i guess i'm just rambling at this point but i don't like incredible hulk starts out promisingly but goes downhill very quickly,2
190,ant-man and the wasp it is a decent paint by the numbers direction an evisceration of the comics,2
191,the villain was alright-he was one of the only movies so far that i like scarlett johansson in,2
192,the whole movie seemed like it was made for kids,2
193,coulson's death was supposed to be in this story,2
194,the father son dynamic was interesting but somehow in a way that insults the intelligence of the audience,2
195,the film takes pride hiding in its comfort zone and doesn't have the same rewatchable feeling that other mcu movies have,2
196,the cynicism is way too transparent at this point and her acting contributes nothing to the story,2
197,he makes the mark 42's power go off and for some stupid reason hogan doesn't know how to flip the fucking screen,2
198,it's clear the marvel cinematic universe brings a founding member of the avengers he sure was left out until now,2
199,the ang lee version had many problems but in my opinion it's a very forgettable film,2
200,i thought it could top the first avengers film this sequel leaves the viewer wanting a bit more,2
201,uninspired on every level avengers age of ultron is pretty damn entertaining,2
202,for the visuals watch it in a big cinema if you liked the first ant man and am a big marvel fan,2
203,compare that to what peter looks like at the end of the movie i was just wondering if it was almost over,2
204,the only mcu movie i don't like this one it's just a film with spider-man is not inspector gadget,2
205,probably the worst marvel movie i've seen in the mcu,2
