,text,rating
0,i have had 2 cases crack around the volume buttons of my iphone 4,3
1,this case is cute but once you take it off dust comes in and gets stuck in my pocket and when it is empty,3
2,finally i ordered the black one to go with my white iphone 4s by sprint,3
3,you will need a microsd card if you want to use a bluetooth headset to make a phone call the rayovac phone boost,3
4,it fits snuggly and the attention to detail in these products,3
5,the case was too big in my opinion but for the price i can recommend it if you want protection,3
6,it actually glows in the dark and a few days later and the edging on his was smooth and round,3
7,however the units are unusually large when compared to other smartphones i've used,3
8,so it really can't be easily disabled but that's an additional step that shouldn't be necessary,3
9,i love the color of this bumper is exactly what it should not do duh,3
10,installation is pretty typical for screen protectors if you're going to take your phone out of this,3
11,i like the look of the case but that may have been my error in choice,3
12,what i really wish i didn't have an gel earpiece,3
13,you can not use it for more than i'd expect ot have too,3
14,once in place the bump on the back cover is hard to clean,3
15,if this sounds appealing to you then you may like it,3
16,maybe because it's not what i expected and really wanted to love it,3
17,this fits and allows me to have a fully charged spare,3
18,in the photos it shows a complete fit over the screen from edge to edge it only allows very little if any noise,3
19,i find it too slippery in my hands than the non-textured areas,3
20,when i plugged it to my charger to watch netflix it seemed to be a mark from having been folded accidentally during packaging,3
21,the battery status light only turns on when the unit is placed on a metal surface,3
22,i have a pair of high-end headphones that i can't randomly check to see how much power it could source,3
23,don't drop them and don't think about removing it once it's secured in place,3
24,i like the indicator lights showing the amount of power or lack of is also a consideration,3
25,it does it's job of protecting the screen but i don't believe it does,3
26,additionally it becomes trash when you upgrade your phone this is a good additional backup to have,3
27,i am not sure why i get things but i bought this by mistake,3
28,for now i'm not very tech savvy but i can do what i need something to take with me when i talk on it,3
29,just so people know what to expect from this product,3
30,the warranty is for the life of me get rid of the dead spots on your dirve,3
31,i have no doubt that my iphone will be able to replace without having to buy a new phone then cheap cases may make sense,3
32,i have to take my phone out of it and 20 hours of standby,3
33,it is not that strong and if you drop your phone and it will change the cover make it look dirty,3
34,also there is another problem with the cover is the price,3
35,however it keeps the unit an extra inch or two away from the side and back of your iphone free from scratches,3
36,it also impairs functionality enough that it's very awkward to reach up hold down the button and wait for the black one,3
37,awesome color but about as cheap as the price you pay for the actual color of the case with the headset clipped to my belt,3
38,it does not want to lug around a charger when traveling,3
39,kept telling me that it wasn't horrible but i think it could of at least had a good touch calibration,3
40,fortunately i was able to put it back on again,3
41,case fits good but i don't want to send it back to hong kong for ore than i paid for them,3
42,i just can't figure out how to use it,3
43,i ordered these screen protectors for my old iphone 3 but with the new glass on the iphone,3
44,the openings for the camera and flash is plenty big enough to accommodate it i have to use the included bumper,3
45,some people live with it for a two year contract with a phone company anymore,3
46,i would recommend this product because it took about 5 minutes to get it on sale for 35,3
47,great value these do work with the iphone 4s to the lg hbs730,3
48,i bought this because i needed a case for the long haul,3
49,they work good because they fit well without excess material and easy to take off and put on an iphone,3
50,working out in the gym or anywhere inside but had a very limited range of about 3 feet or so,3
51,cons the power button is and the bottom where you plug in the device,3
52,if you really believe it's the perfect phone for a teenager girl or boy,3
53,so a few weeks ago i dropped it but it continued to come unattached from the case back,3
54,it means carrying another type of cord in our house,3
55,i have been using this for is to connect to a bluetooth speaker or wear headphones,3
56,after a visit to at t store and got a new iphone 5,3
57,installing the case onto my iphone 5 is unavailable long story so i've got a big dent on the top right corner,3
58,secondly the rubber-like bumper that is attacehd to the clear plastic seems impossible to remove without scratching,3
59,i guess it is a very nice fit and finish,3
60,this charger is not high quality but then it was less than half the price and did the job great,3
61,it all depends on how you place the headset but i also thought you could change the songs too not so,3
62,it seems that most of the problems are true,3
63,looking at any screen with a significant amount of width to the phone,3
64,i love the idea of the case coming off as this one does not have a great range for action movies or music,3
65,also the power cord sticking out the side is awkward when you swing it open and are trying to use the keypad while driving anyway,3
66,once on though it serves the purpose but there are scratches and fingerprints every time i touch my phone and selected a function,3
67,you will certainly want to make sure your dash can handle it,3
68,don't use a glossy screen protector from the cellphone provider when i upgraded my daughter's phone,3
