,text,rating
0,our non-smoking room it reeked of cigarette smoke,1
1,the jacuzzi was filthy i took pictures it was so bad that the towels and bedding were completely wet,1
2,i asked the lady at the front desk and was told about the problem,1
3,this trip was horrible becouse of this hotel and roaches in our room i would not recommend this hotel to a dog,1
4,the entire facility is extremely run down and in need of a good scrubbing,1
5,i don't know if this is because the hotel is old and dirty in the room the nightmare began,1
6,he could not verify that the sheets had been changed and said he didn't move anything but if it looks like he did,1
7,my step daughter came up for the day and when we returned at night we found that the shower curtain was wrinkled and stained,1
8,the carpet was very dirty with stains everywhere i didn't even let me two year old sit on the furniture,1
9,i did not and will not recommend it to others due to false advertising of rooms and space,1
10,first of all there was only one towel in the room and the musty smell was overbearing,1
11,the hotel staff is very rude and disrespectful,1
12,no standrd amenities provided no shampoo expensive pool closes early wifi doesnt work ask them to check it never called back,1
13,i was greeted by two homeless men sitting in the parking lot and the walk way faced the canal,1
14,location is great but the hotel was full of cockroaches,1
15,horrible experience hotel did nothing to fix this,1
16,i called front desk and he said he would look for the dial,1
17,called the front desk and they just said,1
18,the bathroom was dirty there was hair on the bedspread the inside of the tub had a brownish grey appearance supposed to be white,1
19,also they could add additional fee that i did not want to wait and headed straight to the beach,1
20,obviously picked this place because it was cheap but wish i would have taken pictures of this place,1
21,called 4 times until i finally someone to show up and get me a room key can't open the door,1
22,this was very clean but other than that this hotel was a disappointment,1
23,let me just say i will never book with comfort suites in the future,1
24,i have stayed at this hotel and i had to put up with this noise,1
25,the room was dreary and did not have appropriate window coverings,1
26,it's the perfect place if you want to party all night probably good for that but not much else,1
27,dont book this hotel until the construction is completed at the end of my stay for the upgrade,1
28,when i approached the desk clerk about possibly changing rooms because of the memphis in may until 12 noon,1
29,shower door was broken and the air conditioning didn't work and the tv had a whopping 5 channels,1
30,the drawers were broken the pillowcases were yellow and there was mold on the wallpaper by the sink it smelled bad everywhere except,1
31,i was kicked out of the hotel was a terrible place to stay,1
32,the hotel manager at the super 8 motel in bradenton florida,1
33,also upon check-in i waited while the woman at the front desk he left a note stating his dissatisfaction with the facility,1
34,oh and did i mention housekeeping yells up and down the place talking to them selfs or other crack heads,1
35,i had confirmation for 2 nights and left a day early from marathon due to this facility,1
36,room 202 was horrible facing the blvd because you can hear every noice and rumble especially when the trains go by,1
37,they were overbooked and put us in smoking room when we were supposed to have a nonsmoking room,1
38,the juice machine didn't work for breakfast and the service was so bad it couldn't be that bad,1
