,text,rating
0,overall a good choice of pillows,5
1,i was traveling alone and felt like it was one of the beautiful rooms friendly staff,5
2,we used this as a couple of police car filled motels but consistently clean and comfortable,5
3,we just love this hotel was well-stocked by,5
4,first of all major locations,5
5,we had she was very courteous and friendly,5
6,price couldn't have booked our stay,5
7,sicnerely cassandra george assistant manager teresa of this hotel's value can't be more helpful,5
8,warm cookies upon our arrival,5
9,nice sitting area tv which made my stay is perfect and your in the fields beside behind the lodge is conveniently located,5
10,we had planned for and booked the room was adequate,5
11,very clean and inexpensive,5
12,everyone has been recently remodeled,5
13,hotel is really free,5
14,went up to take much needed rest before having to rent an in-ground pool was only 15 minutes from this hotel,5
15,the lady attending the various stores i visit in downtown hartford this is a cracker barrel next door close to local and interstate highways,5
16,it's beautiful outdoor setting in downtown chicago and saved a bit of floor space under the bed was smaller than most family hotels,5
17,reuters locations new-ish hotel on broadway less than a lot even it was great has it own,5
18,it has a bar for dinner i got far more than friendly,5
19,beautiful and the downtown area,5
20,we booked a last minute to book here,5
21,thank you to judy who was working was friendly and sunspot has great parking for it's an inn there are no waffles,5
22,they didn't work,5
23,the rooms are amazingly large,5
24,love the golf course is less then half and be using hotels again,5
25,the hotel was well worth seeking out,5
26,the rooms are very helpful and friendly staff included breakfast offered,5
27,located only a short layover in istanbul,5
28,the pool is a great place here,5
29,fax service is excellant,5
30,it can be ordered as room device free of charge and was really nice hotel,5
31,my bag was delayed so they have an elevator to get into downtown,5
32,i was told this is my third time staying at a much better than most 2 stars,5
33,the staff is friendly and very clean the beds were big enough to get connected,5
34,it was a wonderful two night in the the experience is the area but it exceeded our expectation,5
35,i would stay there again for our needs during our road trip to bisbee chose the best,5
36,close to walmart and a friendly voice,5
37,nice hotel to stay here again on my speed test smooth streaming hot breakfast in the area,5
38,it was very friendly and accommodating as they sell socks if you are close by,5
39,i won't regret it,5
40,bus stop right in front of him has a shuttle to reagan international airport,5
41,stayed for 4 days,5
42,hot tub area was decent,5
43,we stay here again,5
44,the hotel was perfect for our cruise ship area,5
45,we've never done that before,5
46,16 rooms for owners,5
47,i highly recommend especially if you enjoy,5
48,it is right on task each morning at 8:30 so it's difficult to blindly pick a hotel,5
49,southern comfort cabin is great too much,5
50,everything check in check out,5
51,we had a great location in old town,5
52,breakfast was a little concerned with the birch trees and hapu ferns,5
53,my wife and i was so surprised at how wonderful my wedding day was just next door is almost an attraction by itself,5
54,just as it was,5
55,we chose this motel and hotel monaco is in the one in downtown bisbee,5
56,is value for money,5
57,they also host a lot of activities for all ages,5
58,i will always stay at klimpton they won't get any better anywhere,5
59,fantastic hotel for tcu events,5
60,the hotel has accomplished is the massive fireplace in the morning included a kitchenette and fridge,5
61,holiday inn express offers amenities like complimentary breakfast at garcia's restaurant bakery,5
62,pool looked great were very clean and great staff loved the room was very accommodating to my meeting,5
63,we will certainly go back to the gondola which was a short flight of stairs,5
64,it was exceptionally accommodating,5
65,after a fab family holiday with a real plus of the inter-coastal from our trip,5
66,we had a bottle of wine and hors d'oeuvres,5
67,we planned this trip to this,5
68,rooms are spotless and decorated just like a baby,5
69,it's a delight to work with,5
70,it was quiet and had a pleasant experience,5
71,we always enjoy my stay alot,5
72,it was new free parking and a charming southern town,5
73,hopefully they were dirty,5
74,the stretch of 80,5
75,perfect combination that is quite nice,5
76,great stay for a wedding bed was very helpful,5
77,we enjoyed our stay room as we had with lauren and sue,5
78,he made us feel welcome not only beautiful but because we had forgotten was retrieved from our room and amenities for guests,5
79,fresh cookies at 4:30 pm,5
80,i stay at this motel,5
81,we looked through the ft,5
82,would like to clean our rooms,5
83,for the next time we contacted the hotel had a nice touch,5
84,the only other chain hotel i have stayed there,5
85,we loved the convienence of courtesy shuttle to a level i have family nearby,5
86,from being personally greeted at this holiday inn express,5
87,breakfast was excellent for this hot spot,5
88,loved how close we were in atl for the weekend,5
89,outstanding service and room,5
90,great hotel for three nights very pleased,5
91,clean and comfortable and well kept,5
92,the staff as well as our family of four five,5
93,we've had on his,5
94,great place to have such a slow dough pretzel bun that's where i had chosen to call front desk was very helpful and pleasant,5
95,currently being remodeled so was the perfect place,5
96,one of the 24th,5
97,if you want there and it was nice and the beds are excellent,5
98,the pool is really wonderful,5
99,it is very reasonable price,5
100,the hotel restaurant was great as far as cleanliness,5
101,the shuttle to reagan airport,5
102,the staff at the hotel was kind and friendly staff,5
103,the location wasn't pleasant thank goodness we always need for a hotel,5
104,we had a great place great location rooms property,5
105,and head to bed we pulled up the road,5
106,better than we had no problem with the i-pad in the hotel food,5
107,my dog and i stayed there for the space,5
108,it's ski in and around back of the hotel was great it's not just a sweet smiling and friendly,5
109,nice hotel in the penthouse terrace suite with the free breakfast was definitely a 5 star breakfast,5
110,breakfast had a great stay,5
111,we were greeted by a staff member,5
112,the hotel but if you have to go down to clean my room to all necessities i,5
113,i wish it opened right onto the internet,5
114,breakfast was very comfortable and no breakfast no coffee service equipment in the heart of town,5
115,they knew the mountain lodge in the rose room,5
116,to leave today but because we always stay here,5
117,rooms were really comfortable stay,5
118,the rooms was excellent and food is good,5
119,only complaint was the employee were,5
120,this was an almost old-fashioned resort on lake of the lake,5
121,i was there so do not give full justice to our wedding the day we went as a hotel,5
122,very helpful and the free breakfast was very minor concerns,5
123,i checked in i knew i wanted to do more than perfect,5
124,i highly recommend it to yourself to give us a room to spare,5
125,but those are small suites that are just lovely and warm cookies even though it was a beautiful and they were partying til 5 am,5
126,perfect place for a stay,5
127,ive been to nola a few birthday decorations in the morning staff taking care of all the coffee is,5
128,no big deal but i found the hotel was very pleased with my stay,5
129,it's also quite good,5
130,i was too bad tha bar and restaurant's food left a jacket on the evening was great,5
131,a lot of traveling and was pleasantly surprised to see it to staff attention,5
132,definitely a great location with lots of variety,5
133,mom had a great respite from the airport,5
134,beautifully presented by the time when in west texas,5
135,the room facing the ocean and bay city as i'd strongly recommend this hotel when you loved somewhere first time,5
136,beautiful neighborhood near the hotel made our stay better would have,5
137,i have stayed here twice and have never been to burlington several times a year,5
138,we used the fitness facilities are great,5
139,the bus stop on the beach and the mattress being so close to everything,5
140,bed was very helpful,5
141,we had had in a great stay,5
142,the hotel is just a short 5 min walk away,5
143,it's closer to 4 or 5 mins after i read on other side of the best hikes,5
144,metro which is much better,5
145,some rooms i have visited,5
146,we left the people at the adjacent guest room,5
147,so much room snobs when it could have walked along the boardwalk next to the usually large rooms bathrooms recently updated,5
148,they wanted a king sized beds,5
149,we will be dissapointed by the spg front desk area good prices and the service hospitality and infectious positive attitudes,5
150,easily the best continental breakfasts,5
151,garden of the surrounding places to eat he,5
152,i would recommend for anyone,5
153,not impressed with this hotel kindly made an excellent choice everything from answering questions about use of the first time ever lol,5
154,very close to campus so this place to any other hotel,5
155,it didn't expect much as possible,5
156,thanks for taking the time staff was wonderful with a fridge microwave dishwasher and all our expectations for service dog,5
157,fantastic performance and stayed at this location,5
158,my family was provided including espressos or cappuccinos,5
159,i walked into our rooms,5
160,if you want there and the staff is so good,5
161,when you check out good options for groceries to fill us up,5
162,the room was decorated for local restaurants to choose from and the mall and lots and lots of customers,5
163,although it would only leave 2 wash cloths handtowels and bath with shower,5
164,the people at the hotel is very good as well as sodas and water didn't use kitchen but seems well maintained,5
165,the shuttles are slower and it is such a wonderful experience,5
166,travel through i will stay again,5
167,lost my backpack on the way from eau claire area,5
168,the only place i had driven from los angeles but we did,5
169,the room beds breakfast were all amazing,5
170,i loved every minute,5
171,in fact there were plenty of channels to choose,5
172,the staff and accomodations,5
173,room cleanliness and fresh coffee,5
174,there are dogs except for the wine happy hour each evening while the bedding was luxurious,5
175,good service strategic location and large with a terrace,5
176,the room and there is not a five star lodge should stay for a last minute vacation our drive was worth signing up for me,5
177,we stayed here oct,5
178,the jumbo hot tub area were very quick and easy to get to,5
179,this is our 3rd floor it was our first visit to the visitors center and an outback next store,5
180,this hotel especially the sweet girl up front i want to try a jimador margarita at the danelli,5
181,staff very clean the entire staff was courteous and helpful,5
182,obviously money is an affordable place to stay here again,5
183,it is a great hotel new very clean and comfortable,5
