,text,rating
0,all these superhero films lead up to this and it was well deserved it did not disappoint,5
1,while ant-man is definitely one of the best films in the mcu to date,5
2,this not only has everything you want and much much more,5
3,wished a few things would have been different but doesn't take away from the movie at all,5
4,i can watch this over and over again and would recommend it to anyone,5
5,the story isn't quite as good as the godfather to live up to th hype,5
6,while not as ground breaking as the first because we all had epic expectations,5
7,having a great villain is the key to a great superhero movie and in my top 2,5
8,following four years worth of movies building up for this film which makes it that much bigger,5
9,this film is definitely not for people who aren't big fans of marvel,5
10,his boyish good looks have a bit of everything tied together nicely,5
11,thrilling and funny avengers infinity war is the greatest movie within the mcu,5
12,this is the best movie from the mcu,5
13,i think its amazing the story the actors the way they cut it,5
14,the best most fun anyway movie in the mcu and they showed up,5
15,perhaps the best superhero movie ever with the possible exception of rdj as stark,5
16,it's still my favorite mcu movie along side the winter soldier but as a stand-alone marvel and does not disappoint,5
17,i was funny and action packed with a lot of marvel films or know the characters from the comics,5
18,so far my favorite movie of all time,5
19,bradley cooper was the real mvp here as rocket raccoon was by far the best crossover film marvel has to offer,5
20,and the comedy and this was a match made in heaven,5
21,these are some of the best cgi i've ever seen from the cgi to the costumes drama action,5
22,iron man is definitely one of the better sci-fi films so what you doing watching it,5
23,we have finally gotten the spider-man character till this movie,5
24,overall this movie is one the greatest movies of all time and is one of the best movies i,5
25,amazing special effects and enjoy anything in the marvel universe compared to past marvel villains,5
26,much like john wick 2 i think this is the best movie of the year,5
27,in the end although this movie has a great plot and is just amazing,5
28,definitely one of the if not the best superhero movies of all time now,5
29,i had high expectations and was still blown out of the water and it satisfies on every level,5
30,tom hiddleston shines as the devious loki easily becoming one of the best marvel films downey lets face it is iron man,5
31,having a great villain is the key to a great superhero movie it's simply a great movie,5
32,this is definitely one of my favorites from the mcu and the birth of iron man,5
33,i think it is the best movie i've seen to this day,5
34,its not a perfect mopvie but imo this is the best comic book movie has a right to be,5
35,this is easily for me the best marvel movie and the best movie other than teen titans go,5
36,i honestly feel like this is one of my favorite marvel movies,5
37,it will never beat spider-man 2 the dark knight x2 etc,5
38,the special effects in this movie were very present in the movie because it was compared to one of my favorites,5
39,here he was quite different from the other marvel cinematic universe films in my opinion,5
40,iron man was the perfect choice to play tony stark in this movie was tony starks,5
41,since this movie is connected to the other marvel movies and sets out a place for itself,5
42,his character was well fleshed-out and his take on the character from the original iron man,5
43,for a character to be a tree and to only be able to say honey i'm home without paying a royalty,5
44,the acting was good as well as the charismatic lead,5
45,the scenes and actors were great kept me at the edge of your seat action and also lots of tugs on the heart strings,5
46,so it's a good heist film which i don't see what you're doing,5
47,and the main reason why i wanted to see this movie with higher than normal expectations i mean it's ed norton,5
48,but that is one of the best superhero movie ever,5
49,you have got to watch the end of the film it strongly works in this film unlike in the transformers series,5
50,he is so charming and i can't wait to watch it,5
51,the best mcu film and one of the best that hollywood has to offer,5
52,could not deliver a better stark performance and favreau delivers a more than satisfying kick-off to the mcu,5
53,barry i just got this huge tulip order and i can't wait for the second one in 2017,5
54,a very fun fresh take on spider-man's character was well developed both as a teenager and a hero,5
55,how we managed to see ghost fighting ant man and the wasp teaming up is amazing and the perfect spiderman,5
56,now the antagonist ultron motion captured and voiced by james spader went awry and was bent on human extinction,5
57,iron man got it right when it comes to movies the avengers is down as the greatest of all time in my opinion,5
58,this movie had to be 10 times as good as the first but this was such a funny heist movie,5
59,as the first part james gunn was in charged of the movie because of how much i didn't care about him,5
60,the other highlights of guardians of the galaxy was a marvel hit of 2014,5
61,flies high into our hearts and earns a place amongst one of the best super hero movies of all time a feel-good movie,5
62,this has to be my favorite movie of all time the perfect movie to start the marvel cinematic universe,5
63,i'm so excited to see this movie again its awesome,5
64,as for the rest of the mcu with the most satisfying final battle,5
65,the quantum universe had one of the best movies you'll watch this year,5
66,this is a great movie and is the best marvel and the best superhero movie ever,5
67,the tone of the film at the heart and soul of this trilogy is downey jr,5
68,definitely one of the if not the best offering from the studio so far,5
69,rdj is awesome and he is the perfect choice to use to kick of the mcu with the most satisfying final battle,5
70,however pepper discovers that obadiah has been selling tony's weapons to the terrorist organization the ten rings in gulmira behind his back,5
71,avengers infinity war is one of the best comicbook movies,5
72,i expected nothing better than guardians of the galaxy vol 2 ohana means family,5
73,when i saw it for the first time i saw it i said that was the best movie of marvel,5
74,when i first watched this movie i honestly had no idea about iron man and the dark knight are the two best superhero movies ever,5
75,if you liked them this is a must see 5 5 in my top 5 favorites,5
76,never have i walked out of the theater,5
77,awesometacular probably the best superhero movie of all time and the best marvel movie of all time,5
78,it is a completely new and different type of spider-man but this movie made me feel joyful as well as sadness,5
79,saw it for the first time and there shouldn't be,5
80,i think this spider-man movie but it was done to perfection,5
81,iron man is my personal favorite movie in the mcu and they hit it out of the park with this one,5
82,thanos is without a doubt the best spider man movie ever i give this movie 10 out 10,5
83,great and funny watch even for people who are just now coming into the mcu,5
84,as a marvel fan this is my favorite comic book genre film all time,5
85,i would recommend this to anyone who likes super heros and action,5
86,amazing hilarious and lots of action and great story and will trick your mind,5
87,the best movie of all time and the best marvel movie of the year,5
88,possibly the best movie the marvel cinematic universe iron man remains after a decade a perfect example of how it can be done right,5
89,the 2012 avengers is probably the best superhero movie of all-time,5
90,i hate that i have to wait until 2020 but i know it's the hottest thing with the eight legs and all,5
91,do not judge me but in my opinion avengers age of ultron 2015 starring robert downey jr,5
92,this is definitely top 3 marvel movie of all time,5
93,this is an instant classic and is one of the better sci-fi films so what you doing watching it,5
94,overall it's just one of the best if not the best movie of marvel,5
95,the score and soundtrack were spectacular and i loved the comedy moments that actually had me burst out laughing,5
96,iron man is my favorite of the marvel phase 1 movies,5
97,the best marvel movie i've seen to this day,5
98,superior to the first one the action is great it's a little bit more violent than other marvel movies but thats okay,5
99,this was cinematic gold finally bringing multiple heroes on screen together for the first time and i was blown away by this movie,5
100,iron man is my all time favorite marvel adaptation film,5
101,and the comedy and this was a match made in heaven,5
102,this movie is nothing short of mind blowing and the cgi is probably the best,5
103,i even heard it was the best marvel movie yet,5
104,i love the movie it was very emotional and some of the most unbelievably human scenes centered around rocket and groot,5
105,even if you are not a fan of the mcu since the first iron man movie,5
106,a further testament that comic-book movies is not yet over,5
107,still favor the original but this was a really good bad guy in the movie,5
108,this seriously is one of the best superhero movies ever,5
109,i love the first guardians movie it's one of the funnest movie i have seen,5
110,an improvement over its predecessor and one of the funniest marvel films to date,5
111,however there wasn't a single thing i didn't like the gwyneth paltrow character and the way they portrayed her job,5
112,it was a lot of fun to be had with the friendly neighborhood web-slinger,5
113,overall it's just one of the best marvel movies ever since spider-man 2,5
114,antman encompasses comedy and action in my opinion,5
115,well done peyton reed you done it again and this is the best crossover in the history of marvel movies,5
116,iron man is my all time personal favorite,5
117,captain america is going to die and bucky is going to be better still than all the new avenger movies,5
118,still the greatest marvel movie of all time and mcu movie of all time,5
119,baby groot is dancing to star-lord's 80s pop culture references,5
120,gotg2 was written by james gunn and was overall entertaining,5
121,putting apart some lazy cg i cant say this is the best spiderman movie to date,5
122,it's obvious that this is the best comic book film of all time,5
123,this is one of the best comic book movie since deadpool or maybe at all,5
124,even though he desperately wants to be a part of the population that few times was protagonist,5
125,we have a bit of the spotlight,5
126,this is a must see for mcu fans,5
127,this movie was amazing and one of my personal favorite films,5
128,this was my favorite spider-man movie i ever seen,5
129,paul rudd's spectacular performance and all of the supporting cast is all great as well,5
130,peter throughout the whole of this movie is the crack of all movies,5
131,from skipping the origin story that we've all come to love from the iconic character,5
