,text,rating
0,just ordered this one recently and put it on my phone but something weird was afoot,5
1,this allows me to charge other things that don't use micro-usb and most of these are i-phones,5
2,she is pleased with them and now i wish i had bought a dozen for that price and given then as gifts,5
3,in fact we have to hold the power button for a few seconds and it looks brand new again,5
4,size it is not bulky and it has a nice feel to it,5
5,also works well in my car so i don't have to carry my pocketbook with me everywhere,5
6,i bought this as a gift for my wife she just love it so much that i want another one in a different color,5
7,i like that it has a circle in the back to let the apple logo show through,5
8,bottom line is this case does what it's supposed to do and does it with style,5
9,it also has 4 blue led indicators to show you how much power the charging pad has remaining,5
10,would definitely recommend to anyone looking for a slim case that offered some protection for the phone,5
11,it even has a built in screen protector which is great,5
12,mounting position was very important in order for the person on the other end doesn't even realize i am using a headset,5
13,bottom line is you can't go wrong with this product and the customer service is also good,5
14,i should start by saying i haven't dropped my phone with the case on but the original charger that comes with your phone,5
15,this was my first case by elago and i must admit that i was wrong this thing is pretty heavy way heavier than i expected,5
16,the only difference is that it did not come with a carrying bag as advertised,5
17,it fits my phone perfectly and it is exactly what i was looking for in this cable,5
18,everything works great and the batteries last just as long as the factory one did when new,5
19,that's pretty much all i have to say about this case man i love it,5
20,because i am more likely to use it to listen to her music on her ipod,5
21,yes it helps it to be on the same side as the power button but that's not a big deal,5
22,along with a tempered glass screen protector this is very beautiful,5
23,i especially appreciate that the case goes in and out of my pocket with ease w o collecting lint,5
24,love the case it's simple and easy to use and has a nice look to it and is an excellent quality product,5
25,it even comes with a dash adhesive if you want to mount it semi permanent in your car,5
26,i contacted skinomi and they sent me a new one free of charge that works well,5
27,by the time they got ready it had been about an hour and a half of wearing them they still felt great,5
28,so when it came to buying a case for my note 3 and i didn't wanted to buy a 3rd party accesory,5
29,overall this is a great product from a company that continues to be one of my favorite cases,5
30,to start charging your iphone you have to hold the power button on the back of the battery no lights it's not charging,5
31,it is very easy to take the phone out of the skin,5
32,and it is small enough to easily fit in your pocket back to back with your phone usually,5
33,a nice velvet pouch contains everything and there is a nice set of adapters that also comes with a fabric storage pouch,5
34,it is a little large to carry in a pocket so i was looking for something portable and easy for him to carry with him,5
35,i like the plain black case that stays on your phone when the battery is dead but it charges at a slow rate,5
36,it works and that is about all i can say about it the delivery was very fast,5
37,this dual purpose stylus works great you can use it as a little flashlight if you don't have enough room to plug it in,5
38,the jabra jx10 is amazingly small and most people can't even tell i have a protector on the phone,5
39,overall am i extremely happy with this device and would recommend this to friends and familythanks,5
40,it is smaller than some of the other cases the quality and finish of this case is really exceptional for the money,5
41,i 8217ve been using it for a few weeks now and am simply amazed at how much it can do,5
42,it adds minimal if any bulk and weight to the phone but the battery life nearly doubled,5
