,text,rating
0,the innkeeper is incredibly helpful and goes out of her way to be sure you have everything you need,5
1,we were in need of a hotel in the livermore area this is the place to stay whenever in town for shopping or lamberts cafe,5
2,my biggest take away was that the staff was very attentive and the rooms had a very nice charm to them,5
3,accommodations were good the room was clean and comfortable and the amenities in the room were wonderful to have,5
4,the bed was comfortable and the room was quiet even though we were right next to the elevator,5
5,i would stay here again and would recommend it to friends and i would stay there again,5
6,we needed a place to stay for a couple of days in this still pleasant and comfortable place,5
7,don't have a single bad thing to say about this hotel and gon na give it a five anyway,5
8,beautiful resort friendly staff and i can not wait to plan my next trip,5
9,the hotel was clean and the staff was very friendly and helpful in recommending a local restaurant for a late dinner,5
10,the location is perfect because it is right on the beach and was very clean and convenient to everything,5
11,we loved that it was off the beaten path just a little but it is super clean,5
12,i was met helped and sent of by friendly staff and my room was cleaned daily which i do expect,5
13,my sister and i stay here when we come to grand rapids,5
14,the rooms were great really enjoyed our stay from the front desk to the people making up our room everyday,5
15,i hope to return again next year and will definitely book at this hotel,5
16,the country inn at galena is a very nice hotel and i will stay there again,5
17,wanted to leave a note on the experience my wife and i had the pleasure of staying at the simpson house,5
18,the hotel and room were very clean and the staff was very friendly kind helpful and accommodating,5
19,we visited for a middle school tournament nearby and we arrived late in the evening only rooms with 2 double beds were available,5
20,check in was fast and pleasant and the staff were very helpful in both locating and contacting the garage for us,5
21,i recommend good nite inn in rohnert park to anyone that is looking for good accomodations near the hawaii volcanoes national park,5
22,alexandria is a lovely place and the monaco is in a great location for restaurants shopping and sightseeing,5
23,on checking in we were upgraded to a suite and it was perfect for the two of us,5
24,hotel deca is located right in the heart of the action in alexandria va,5
25,we did have some traffic noise as we had a room on the first floor with a king bed fridge and microwave,5
26,this hotel is great and its location is perfect if you are looking for a fine room at a reasonable rate that is close,5
27,hotel was great clean staff was very friendly rooms were nice and clean and the grounds were nice,5
28,the bed was comfortable and the room was quiet even though we were right next to the elevator,5
29,room was fantastic and had a direct view of the garden of the gods as the sun rises in the sky,5
30,she out of her way to make sure we had everything we needed,5
31,we stayed just one night but the hotel was very clean and all the staff was very helpful and polite,5
32,our 2nd time at this hotel in the heart of historic alexandria and just a quick walk to the main street,5
33,they also provide shuttle service to and from the cruise port and hot breakfast,5
34,in fact i got married in october 2015 and we spent part of our honeymoon trip here and we loved it,5
35,thank you so much for getting us a room at the last minute and they were fast friendly and convenient,5
36,awesome breakfast hot and fresh will definitely stay here again if i'm back in town,5
37,hotel monaco boasts a great location in the heart of old town alexandria within walking distance of carlyle house,5
38,very quiet very nice people clean rooms have stayed here a couple times they have a large pool area and many rooms,5
39,this is our second stay at this hotel and it was very good,5
40,our family of 6 stayed for 6 nights and had no problems at all,5
41,it's an airport hotel so it's not in the center of the city and near all restaurants and services,5
42,thank you so much for getting us a room at the last minute i use these websites too,5
43,we also enjoyed chadwick's for dinner a short walk down to the ballpark and have an awesome columbus experience,5
44,thank you so much for getting us a room at the last minute and they were fast friendly and convenient,5
45,the staff were very friendly and the hotel was very clean and comfortable the staff was friendly and helpful,5
46,the food was good and the rooms were well appointed and the bathrooms were very clean,5
47,we enjoyed our room it was clean and the bed was very comfortable,5
48,the rooms are well appointed and extremely clean the staff was very attentive and the rooms had a very nice charm to them,5
49,we were happy with our room and the staff were very helpful and thank god she has made a full recovery,5
50,this hotel is a great place to stay for a break great little hotel,5
51,we are a family of four we stayed in a room with a king bed nothing to complain about,5
52,everyone was very friendly and the room was nice and clean and very nicely decorated,5
53,the location is perfect because it is right on the beach and was very clean and convenient to everything,5
