,text,rating
0,we were outside most of the time we were there,3
1,our room did not smell and clean and that's all we needed on this trip,3
2,services listed at the time of our stay,3
3,i also wish the bar would have been open to anybody all day,3
4,i dreaded getting out of the pool and it was very cloudy,3
5,new carpet the beds are comfortable and the price is right,3
6,first and last time we will stay here,3
7,i haven't stayed there yet we booked a room with 2 queen beds instead of two double beds,3
8,the room was small and a bit worn it was clean and the fridge empty,3
9,i wasn't luxurious but that wasn't the hotel's fault they say that they are in the process of being updated,3
10,hotel was very nice however we booked a room for a weekend in a couple weeks,3
11,no pool was a bumner and the customer service provided by the staff was professional and courteous,3
12,finally a couple had a huge screaming fight in the middle of the night twice we were awoke by loud machine noises,3
13,there often is no one in the family slept well,3
14,good hotel if you don't mind the construction in the lobby but the rooms are spacious and staff is very helpfull,3
15,i wouldn't stay here again if in long beach,3
16,the hotel is reasonable the location is good the hotel was clean the beds were really comfy and the free breakfast was pretty good,3
17,this is a nice hotel in that the decor is nice the bathroom a little small and the air conditioning freezing,3
18,then when entering the room it had a musty smell ac made it worse,3
19,i wasn't looking for plush but i didn't understand the water minimum,3
20,not a bad place i've stayed but not the best,3
21,located on a busy street many shops and places to eat so is ideally placed for boat trips and the entertainment facilities,3
22,they provided earplugs which isn't helpful if you need to go downtown or to the waterfront to eat,3
23,think i would probably look for a different motel next time i'm in the area but mostly due to the lack of customer service,3
24,overall the cleanliness was acceptable but the flooring in the bathroom was the thing making the room accessible,3
25,the only minus is where my room was located on the way to massachusetts,3
26,i will not say it was a bad hotel but not really good location for walking around with small children,3
27,there was no hair dryer and when we went to go sightseeing the door would not close,3
28,our to was great but there were no signs of bugs on the linens and we were not told about the in house dinner,3
29,i stayed for two nights and they did not refill much from day to day,3
30,this place was really close to the area we wanted to be a walk to the beach boardwalk and much less expensive,3
31,i was in town for a memorial service and needed an inexpensive place to stay for the weekend 4th of july festivities,3
32,the hotel was perfect for a quick stay,3
33,only real downside is not being able to view hd channels,3
34,we were just getting back to the interstate and restaurants in walking distance,3
35,i paid 300 a night and they didn't have any protein provided which is kind of surprise and disappointed e,3
36,the manager was very courteous and helpful when it came to bed time the noise from the road,3
37,but the rooms were very clean and the pool areas are fantastic,3
38,fake roman columns in front of the tv was very nice,3
39,as drove into the circle that this hotel is targeted frequently or someone is tipping them off,3
40,the rooms are small but clean and adequate for our needs,3
41,the hotel staff was friendly and did help out with some things in our room from the previous occupants coke bottle sock,3
42,the maintenance man came to the room but did not have any ac or heat so that sucked,3
43,no options for room service and the restaurant at the hotel was great for the price i would recommend this hotel to others,3
44,the sheets are clean and the bathroom fixtures were acceptable,3
45,it was clean and quiet however the staff was really nice and accommodating,3
46,we could not even have a cup of coffee and enjoyed warm oatmeal with brown sugar raisins and cream delicious,3
47,when i returned to the front desk and ask for help,3
48,overall the cleanliness was acceptable but the flooring in the bathroom was pretty cool looked like original tile although unfortunately some were covered,3
49,they are in the middle of the night,3
50,nice comfortable beds with extra pillows and blankets needed for 4 people,3
51,the staff were friendly but they didn't have much room to move around without bumping into things,3
52,needless to say i didn't get a room cleaning every day,3
53,most of staff not very friendly except sam which was very helpful and full of information about the area,3
54,staff was amazing corrected the issues and gave us a lot of money for the stay,3
55,not bad for the price but this last stay was very stressful,3
56,my wife and i was climbing the stairs to the ground floor to the working ice machine,3
57,hampton inn did serve a good breakfast and the other hotel allowed some smoking rooms that i have a real problem with,3
58,shower curtain was damaged and there was a little bit of dirt hair left from,3
59,overall it is not the ritz carlton but if you are staying overnight before driving elsewhere you may want to pass on free breakfast,3
60,we decided to stay for the price,3
61,most of staff not very friendly except sam which was very helpful and full of information about the area,3
62,it looks like a cheap motel but the rooms have what you need fridge microwave coffee maker,3
63,although coffee pot was provided in room there was no hot water simply warm lukewarm,3
64,furniture was from the 80's as well as the ubiquitous waffle maker and low-sugar syrup,3
65,the rooms were ok but carpets didn't seem to know where anything in town was,3
66,in addition there is room for a chair in the room was clean but the bathroom was huge,3
67,well as i agree that things happen but it was the wall plug that didn't work and the bathroom needed a good cleaning,3
68,the free breakfast was so-so but bed was amazing,3
69,secondly the floor was not very clean and it smell bad,3
70,it was super small we had a full bed instead of the queen and then blamed it was our fault,3
71,i enjoyed my the service at the restaurant was very good,3
72,we stayed in griffin for a memorial service and needed an inexpensive place to stay while we slept,3
73,good restaurant lounge you can walk to a lot of places to eat,3
74,this hotel is definitely not in the best neighborhood since we like walking but it was fine,3
75,enjoyed stay wish i would have known this we wouldn't have booked here,3
76,for that i would not stay here again,3
77,needs a little improvement when it comes to the florida keys,3
78,elevator was broken and our room was a handicap room with large bathroom,3
79,we stayed at this hotel at least 7 times over the past few years on business,3
80,when we arrived for our reservation the person behind the front desk who checked us in was extremely helpful with directions and itinerary planning,3
81,it was pretty comfortable but the walls are very thin the hotel was fairly quite,3
82,upon walking into the room there was a ceiling hatch awkwardly hanging open,3
83,no elevator so 2nd floor wasn't so great i got a standard room,3
84,the hotel manager came to the room to work on it,3
85,no a c in room and the room was ok but out dated,3
86,guests get vouchers for breakfast which is ordered off a menu not convenient if you were planning to use public transportation cabs and ubers only,3
87,may not seem important but if you have mobility issues there are many stairs and it would not be my choice,3
88,other than that the location was good it was easy for me to make my own meals and sit comfortably and watch tv,3
89,buffet breakfast pool gym and free wifi are our requirements and they were all above average responsive and friendly and that goes a long way,3
90,a great place for a good night's rest for the budget traveler,3
91,i think that this hotel was rated 4,3
92,the adult pool was a lot better than in person,3
93,hotel personnel knows of disparity but that's the best thing about the hotel is the han original turkish restaurant alemdar cad,3
94,we called the hotel around 9 pm to ask for a room that is an add on to the regular suite,3
95,breakfast was decent and all day coffee and tea is a nice touch but then charged without my knowledge for the upgrade,3
96,the room was cheap and clean but my room was very dingy and lacked warmth and much comfort,3
97,also the there are two restaurants within walking distance if you don't have a problem with this because i love history and old,3
98,unless you know the access to the street didn't feel the cleaning was sufficient as the room was being cleaned,3
99,it was clean and the free breakfast was a plus and the staff was extremely nice,3
100,hotel deca was located in a great location to see the city of boston,3
101,my biggest disappointment was the breakfast area was not set up for 2 people only one towel and washcloth,3
102,if you wanted air flow you had to leave the room and cross the hall at the top of my list for accommodations,3
103,breakfast was minimal but for the price it was an acceptable hotel,3
104,our room was filthy staff were uninformed and ignored us the only thing that was unbearable was the beds and pillows are super comfy,3
105,the bed was ok but the hot tub wasn't very hot,3
106,i will say the hotel staff did not honor my reservations through expedia,3
107,with it true but it doesn't pretend to be,3
108,there were also a lot of noise kids running in the halls all night and early morning,3
