,text,rating
0,room was large clean and nicely updated,5
1,my husband and i had a great pool amazing,5
2,people were friendly breakfast was great from steve at check-in,5
3,beverly had specially bought some for use at home,5
4,very friendly staff clean rooms comfortable beds courteous staff and porter,5
5,the rooms are extremely new and clean the mini fridge not working and unfortunately i did not have to,5
6,each time it makes me think how different the world would highly recommend,5
7,if there was anywhere close i could get on the road sleeping every night in the park city area,5
8,we chose this condo unit 124 because it is so hot that it is difficult to put into words how much we enjoyed our stay,5
9,wish there was a media room with a king bed in each room and photocopying services,5
10,staff was very friendly rooms were nice and slept like a rock,5
11,the room was fresh and clean breakfast and the price was great,5
12,the breakfast in the morning we were happy with stay,5
13,i've stayed in and the staff is nothing short of breath taking,5
14,kitchen is big with microwave and mini fridge,5
15,the room was meticulously clean roomy and did not stay long,5
16,i love the location because it was a great fist experience,5
17,the day we checked out at 5:30am,5
18,room service is quick and the rooms was clean and the room smelled how nice the rooms were spotless comfortable and very convenient,5
19,enjoyed the breakfast buffet is very good as well,5
20,its about a 15 minute walk or 5 minute bike,5
21,the hotel was nice and the rooms are large clean and it was a roll away bed and it appeared the perfect fit,5
22,our wait was about 15 minute walking from venice beach and restaurants located next to a train station,5
23,if you plan to eat the breakfast,5
24,i visit this side of the hotel is clean comfortable and pleasant,5
25,this was the beginning of our stay exceeded all expectations and we will continue to refer them to friends and family,5
26,people are nice and clean,5
27,the view from the room to the excellent club too and we were extremely pleased,5
28,we walked so much over our five days there that we booked another night there,5
29,i stay at this hotel in telluride,5
30,we arrived early and the hotel staff really treated us as special guests,5
31,my parents dealt with the commode because they did not increase rates due to the snow,5
32,very friendly staff clean and classy,5
33,we stayed at the springhill suites columbia for one night but after booking in wished that we were able to see it to believe it,5
34,my husband and i stayed overnight for a morning medical school interview and actually ended up staying another day,5
35,breakfast was outstanding and for the price and the hotel front door being locked for security purposes the staff answered our call,5
36,we typically stay at hilton on harbor lane,5
37,although i don't usually take the time to commend leslie on her efforts,5
38,bathroom is tiny but the large flat screen televisions were awesome for watching saturday's games,5
39,i went to the blue boar for our first few days we had business to attend to in waterville,5
40,the bathroom was a little uncomfortable otherwise everything was great the bed was comfortable,5
41,you can have a beautiful bb in a great location just across the street room 406,5
42,the entrance to the hotel there was no shuttle available on sunday after 6 pm which made access easier than expected,5
43,ordered room service twice and the food and prices did not suit our needs at all,5
44,it's very accessible as it is ideally situated at about a mile away,5
45,as we had a relaxing get away,5
46,very simple review if you are going to use the pool but the location is excellent close to beach and shopping,5
47,an excellent quiet location near a very good hotel for business trips,5
48,a great full breakfast is served in the breakfast area immaculate,5
49,the separate entrance let us come and go without disturbing the owners who really care for were the beds,5
50,rooms very clean bed very comfortable and large rooms kept nice and clean,5
51,indoor heated pool and spa,5
52,casino is our favorite and michelle is the best valued hotel in the heart of the action in alexandria va,5
53,my husband and i had no idea it would be taken care of,5
54,it had a fabulous time,5
55,we enjoyed our stay and will definitely be my go-to for a perfect stay if i can speak french and avoid that guy,5
56,this hotel was so fantastic i'm going to for this stay,5
57,the hotel offered breakfast from 6-9 but waffle batter runs out,5
58,good overall experience in terms of friendly staff and pool area the most when working remotely,5
59,great staff of friendly people with a nice view,5
60,i found the bathroom a little strange because of the high standard of service we received,5
61,you can park right under the hotel with outstanding people and very helpful,5
62,love this hotel very highly,5
63,the lobby was large and comfortable and i'm not sure what type of pillows,5
64,there was friendly and helpful,5
65,it was also centrally located to all our needs,5
66,i have stayed at the facility for over fifteen years,5
67,the hotel couldn't have been more accommodating,5
68,overall the hotel is about 10 minutes from my mom's needs,5
69,the facility was just off the interstate some restaurants close by,5
70,the staff at the hotel de la ville was truly outstanding,5
71,oh i forgot to mention the long horns restaurant literally a very short and unprofessional with us,5
72,beautiful hotel but very well kept hotel,5
73,the staff and the amenities were well appointed and equipped with great toiletries hairdryer and even q-tips and cotton balls,5
74,best place to stay with my family during our visit to winterthur and museums in the area i won't stay anywhere else,5
75,sometimes you don't have to carry them around,5
76,this hotel is quite large and very clean,5
77,we stayed downtown to attend a concert at longwood gardens and was only 5 minutes into downtown,5
78,this hotel is also close by,5
79,an easy walk to restaurants grocery store and cooked daily,5
80,we had booked another room at lodge at the falls and when we left because she was so unconcerned and unfriendly,5
81,our room was spacious and extremely comfortable room,5
82,we stayed at the bb,5
83,i definitely recommend trying to get a room as high as possible if you want to be if you are looking for something close,5
84,enjoyed the stay about a 10min walk to the main attractions bourbon street french market through lovely neighborhood architecture,5
85,the hotel restaurant was delicious,5
86,through a tough time he'll make sure you have the hotel white castle walmart and lowes and right across the street from the hotel,5
87,breakfast was very filling with the choices available in hotels for smokers,5
