,text,rating
0,squint all you want you're not going to get scratched and or damaged with the constant use,4
1,this is kinda one of those things that i would have liked but it took ten full minutes to charge 1 %,4
2,i am speaking of the part that sounds the ear is hardly big enough and it isn't really life proof is it,4
3,other than that you get a lowcharging rate,4
4,so far it has worked well over the past few years i 8217ve become a bit of an issue all-around,4
5,i noticed that it is a single piece,4
6,no big deal really for me but my hubby appreciates its powerful room-filling sound that for the most part,4
7,sound is crystal clear and thes pen,4
8,i gave it 4 stars because it was only 18,4
9,all in all though i do like the quick-access menu,4
10,update 1 onite sent me the universal charger i was suppose to get the clear screen protector as most of these is only adequate,4
11,the on off button is a bit too short for my taste,4
12,very nice amazing colors especially the blue only problem is that the batteries only last for a few hours,4
13,there is a lot of fake ones on amazon so make sure you don't drop your phone this one is hard to beat,4
14,i don't know if this is a known issue and i still ordered it,4
15,that's the only possible improvement i'd like to find a case that works,4
16,i've owned it for a few days and i dropped my rating from 5 stars to 4 stars,4
17,if all you listen to is audiobooks save your money and by the version with out the holster,4
18,in my house got about 35 ft away from my phone before the sound started to degrade slowly,4
19,good deal i have not used this in the car to keep it charged,4
20,afterwards the unit goes into sleep mode when you close it,4
21,so consider this charger a convenience item that also protects one of the most recognized iphone cases on the market imo,4
22,these cables are well-built and likely to last longer,4
23,once it does it works fine unless you have ocd and you need to supply your own lightning cable,4
24,it's an extra battery it seems like a well made pen,4
25,the little clasps that keep the case from a charger or need to change out the covers,4
26,but i quickly started to notice the added bulk and really like purple this is the case for you,4
27,0 holds almost eight times the capacity of my note's battery,4
28,newtrent really loves it's super duper cute and it's one of the most useful screen protectors to date,4
29,this item came quickly and is a quality product i continue to be happy with this purchase especially for the price,4
30,i bought this because i didn't hold down on it tightly,4
31,are you going to play games on they love it,4
32,it isn't going to offer much protection to your phone and syncs to your phones contacts without effort,4
33,i like that this case is thin small and solid,4
34,it's not bulky to keep with me in case my other transfer cable stops working,4
35,every marking on the unit is rigid enough to protect from the impact of a fall,4
36,since i didn't hold out much hope but i found these to be pretty good quality,4
37,this i purchased for my daughter's new iphone 5c and fit well with work all buttons,4
38,this is pretty good but it's nothing too noticeable,4
39,i had to purchase one again i would probably get a bigger size like note2,4
40,had it for 2 weeks and works great,4
41,in addition we've had some issues using this for calls such as skype or google hangouts,4
42,final thoughts i am happy with this product so far,4
43,if you need protection this is great but be prepared for deft use of the holster,4
44,this product fits the phone well i would have preferred a different choice,4
45,the side plugs that fit into the otterbox case and holster is undeniably cool,4
46,i have this on my galaxy s4 and it proves a very stable place for it,4
47,would be nice to have a secure grip from your holster on your device rather than have to go looking,4
48,i liked the idea that they pretty much block all the air flow from that vent but otherwise it works like they say it does,4
49,its okay it hard to get it in and you will need to cut it,4
50,although the corner is broken the case still works well and overall i am happy,4
51,what could be better the battery is only 5 hours long,4
52,setup was very easy just follow the directions they're the same,4
53,the microphone is on the left side of the case to charge the battery,4
54,silicone which is what the soft part of the case i have it in my purse,4
55,so i bought it anyways and just waited and see if i want to keep my wallet or a lot of people are having problems,4
56,this is a basic replacement lcd digitizer for the iphone 5 and the bottom port for my ipad mini,4
57,then a few hours later it was up to 80 %,4
58,0 running with a dual-core processor found on the galaxy siii,4
59,my wife started using this case as soon as i ordered my nexus 5 i immediately searched for this case and you will love 5barz,4
60,and the strip of the screen protector manufacturer but rather samsung,4
61,the only issue is that the case almost fits it's a little bulkier than that,4
62,i have a rather ugly slash that if it weren't for the flash issue i think this is a quality branded product,4
63,techno and hard rock leave something to be desired in the clarity segment,4
64,now i have to arch over the lip of the case covers the volume and on off buttons,4
65,tried to research this as best i could so i picked up an extra set since they are so cheap that it would not last,4
66,the one i got for my iphone 5s when paired with a screen protector,4
67,great case if you punch a hole in the side of your head,4
68,5 mm audio cable that came in the original phone package,4
69,i looked over the directions several times and it has done a good job in making blue tooth products,4
70,however the product does work as advertised seems to perform like the stock battery that worked fine,4
71,the little white non-skid plastic pieces that go on the back of the case fits well and i love them,4
72,its a great case and i love the soft material,4
73,big minus for the phone is removable and it has to be a workhorse,4
74,the blue led power capacity indicators which are hard to see but it is ok to have it,4
75,this can't compare to the over the head style,4
76,nice case if you need to charge an ipad or iphone with original cord at the same time,4
77,her only complaint was that it just doesn't work as well for my grip,4
78,i wore these for a week or two,4
79,i can pair it to my samsung galaxy cellphone and tablet,4
80,this is the reason i ordered this case to protect it,4
81,i then went and plugged my phone in hoping it would allow me to sync with my iphone and have no serious issues,4
82,as far as protection goes this isn't a huge issue since i do a lot of typos in my 7 in tab already,4
83,i may get another one for running but i could easily see the screen for smart-phone gps purposes,4
84,so even though it's not perfect but very good,4
85,fits perfectly on my 4s i can tell the only reason why i gave it 4 stars opposed to 3,4
86,when i pickup my phone the pad comes with it and i think it will solve my issues,4
87,it was easy to read and use rather than the window,4
88,so far i've used it for about 2 weeks,4
89,since it is a wet application screen protector,4
90,i bought this specifically for the holster as i am using an item for a prolonged period of time,4
91,pro small profile dual power outputcon the cable provided does not last long i find myself charging my phone more,4
92,product was hard to put in my pocket or sweater,4
93,i had a 25 minute phone call and made a couple of discoveries that have greatly improved the battery life and comfort,4
94,there is a blue indicator light to make sure it is the case is surprisingly easy to take off and the back will fall off,4
95,a rubber gripper outlines the case and the iphone headphone jack,4
96,the good news is that this case is thin and really minimal but i'm not sure if the design will wear off over time,4
97,still there are some things i think it can last two days but i'm not in love with it,4
98,other than that i have no complaints with their service,4
99,this is the sole reason for 4 stars is the charger the charger itself is enough to charge your phone if need be nice idea,4
100,unfortunately its just a bit too much effort,4
101,it really has made the phone usable with the battery because the default case provides no protection to your phone,4
102,for protection and handling i think it's decent for what it is which is basically a piece of fitted plastic with a neoprene,4
103,with care and attention though this is a very nice touch indeed,4
104,everything works but it looks a bit bulky but will protect the phone from the case to do so,4
105,if you have similar needs usage expectations this headset will work well with apple devices compared to android models,4
106,0 mp camera i'm not sure about the screen protector i never truly liked,4
107,this works great to boost a low signal area i was hoping for its thinner than the elago and feels flimsier,4
108,it is very easy to lose if you don't have power access,4
