,text,rating
0,it's hilarious perfectly blended and has just the right amount of menace and subtle psychotic edge,5
1,marvel and disney has done it again the avengers age of ultron is an outstanding movie that everyone should enjoy,5
2,if you had the impression that the guardians of the galaxy would surge in popularity after this movie,5
3,its not a perfect mopvie but imo this is the best mcu movie and the 2nd best superhero movie,5
4,for many reasons from this movie i believe that the guardians of the galaxy would surge in popularity after this movie,5
5,tom holland is the best spider-man film to date,5
6,one of my favorite superhero movies and one of my favorite movies of all time and nearly every aspect is flawless,5
7,if you had the impression that the guardians of the galaxy would surge in popularity after this movie,5
8,amazing cast and amazing hero's one of the best superhero movies and best movies in general of all time,5
9,it was so cool can't wait for the next one to come out,5
10,overall this well directed movie is one of the best to watch right now,5
11,i like the marvel movies and this is definitely one of the if not the greatest superhero movies of all time,5
12,one of best movies i've seen in a long while,5
13,one of best movies i've seen in a long while,5
14,this movie is what i would call one of the greatest comic book flick it surpasses the predecessor in every possible way,5
15,i like the marvel movies and this is definitely one of the best works done by marvel,5
16,it's hilarious perfectly blended and has just the right amount of menace and subtle psychotic edge,5
17,it's hilarious perfectly blended and has just the right amount of menace and subtle psychotic edge,5
18,with it's independent storyline and laughs ant-man and the wasp along with erik kilmonger from black panther,5
19,its not a perfect mopvie but imo this is the best mcu movie and the 2nd best superhero movie,5
20,overall this well directed movie is one of the best to watch right now,5
21,it's hilarious perfectly blended and has just the right amount of menace and subtle psychotic edge,5
22,the scenes and actors were great kept me at the edge of my seat the whole movie and enjoyed it so much,5
23,overall this well directed movie is one of the best to watch right now,5
24,this movie is what i would call one of the greatest comic book flick it surpasses the predecessor in every possible way,5
25,some scenes can really stand out and overall this movie is one of the greatest superhero and comic book films ever made,5
26,its not a perfect mopvie but imo this is the best mcu movie and the 2nd best superhero movie,5
27,for many reasons from this movie i believe that the guardians of the galaxy would surge in popularity after this movie,5
28,the only good hulk movie that is one of my favorite movies and it is not without its merits,5
29,the story isn't quite as good as the first ant-man and to me is even better,5
30,this movie is what i would call one of the greatest comic book flick it surpasses the predecessor in every possible way,5
31,it's hilarious perfectly blended and has just the right amount of menace and subtle psychotic edge,5
32,by far the best mcu film and one of the best marvel movies i ever watched,5
33,the movie that kicked off the entirety of the marvel cinematic universe would have passed me by,5
34,the scenes and actors were great kept me at the edge of my seat the whole movie and enjoyed it so much,5
35,its not a perfect mopvie but imo this is the best mcu movie and the 2nd best superhero movie,5
36,one of my favorite superhero movies and one of my favorite movies of all time and definitely my favorite marvel movie,5
37,amazing action and feisty scenes make this movie one of the best superhero movies of all time,5
38,i personally thought that this was one of the best mcu films fun and a great watch,5
39,you think end credit scene with thanos at the end of the avengers three years ago couldn't be topped,5
40,the movie that kicked off the entirety of the marvel cinematic universe would have passed me by,5
41,really fun film and a great addition to the marvel cinematic universe that sends it in exciting new directions,5
42,i like the marvel movies and this is definitely one of the if not the best mcu movie so far,5
43,i loved this movie immensely and i can not wait to see what happens next in this story line,5
44,if it was not for this film the entirety of the marvel cinematic universe still holds up great after ten years,5
45,if it was not for this film the entirety of the marvel cinematic universe still holds up great after ten years,5
46,the film that started the marvel universe and is still one of the best post credits scenes marvel has done,5
47,really fun film and a great addition to the marvel cinematic universe that sends it in exciting new directions,5
48,tom holland was great as spider man and i can't wait to see how tony stark brings back the dusted characters,5
49,marvel and disney has done it again the avengers age of ultron is an outstanding movie that everyone should enjoy,5
